time,beta,temp
785,1.277893673,1.33
786,1.272995851,3.39
787,1.268055905,7.92
788,1.263086991,13.46
789,1.258102818,11.2
790,1.253116743,4.82
791,1.248142736,3.64
792,1.243194439,5.15
793,1.23828552,6.59
794,1.233429871,3.28
795,1.228641196,2.05
796,1.223932938,2.24
797,1.219318628,2.91
798,1.214811542,4.78
799,1.210425068,5.38
800,1.206172,6.59
801,1.20206524,9.67
802,1.198117072,10.15
803,1.194339942,10.32
804,1.190745852,15.65
805,1.187346415,16.23
806,1.18415289,12.7
807,1.181176364,7.26
808,1.178427588,8.59
809,1.175916455,2.63
810,1.173652996,0.01
811,1.171646628,-0.69
812,1.169905961,4.18
813,1.168439627,10.1
814,1.167254914,7.19
815,1.166359295,12.15
816,1.165758946,7.96
817,1.16545947,6.75
818,1.165465398,8.03
819,1.165780718,7.57
820,1.166407607,4.49
821,1.167347626,3.1
822,1.16860057,0.41
823,1.170164661,-0.75
824,1.172036594,-1.53
825,1.174210895,-0.54
826,1.176680045,-0.4
827,1.179434332,-1.64
828,1.182461511,-2.17
829,1.185746475,-0.42
830,1.189271504,2.7
831,1.193015575,6.69
832,1.196955063,5.18
833,1.201062235,-7.26
834,1.205306779,-7.77
835,1.209654342,-4.2
836,1.21406786,-6.67
837,1.218506553,2.7
838,1.222926552,5.69
839,1.227281289,-1.13
840,1.23152178,-7.58
841,1.235596884,-13.33
842,1.239453988,-10.46
843,1.243039088,-5.95
844,1.246299137,-5.23
845,1.249180284,-3.61
846,1.251630631,-3.19
847,1.253600326,-2.59
848,1.255042065,1.77
849,1.255912228,1.64
850,1.256171205,-0.83
851,1.255784804,2.56
852,1.254724297,1.42
853,1.252967412,6.17
854,1.250498609,9.74
855,1.247310454,5.9
856,1.243403478,6.33
857,1.238787434,5.82
858,1.233480789,-1.04
859,1.227512143,-0.69
860,1.220919078,1.23
861,1.213749224,4.59
862,1.206058914,0.7
863,1.197912736,-5.31
864,1.189382477,-7.43
865,1.180545265,-5.74
866,1.171482216,-3.31
867,1.162276246,-8.24
868,1.153009469,-5.88
869,1.143760963,-1.89
870,1.134604725,-0.79
871,1.125606385,1.1
872,1.11682247,2.32
873,1.10829802,11.86
874,1.100065909,11.96
875,1.092146966,9.15
876,1.084550202,4.61
877,1.077273878,4.15
878,1.070307428,3.08
879,1.063632515,1.8
880,1.057225943,0.69
881,1.051061273,3.26
882,1.045110291,11.15
883,1.039345026,8.42
884,1.033738917,5.68
885,1.028267633,-0.72
886,1.022909901,2.75
887,1.017647759,2.58
888,1.012466322,4.79
889,1.007354558,4.79
890,1.00230399,12.64
891,0.997308872,16.39
892,0.992365799,15.55
893,0.987473038,11.45
894,0.982630193,8.94
895,0.977837747,10.78
896,0.97309656,13.22
897,0.968408026,13.13
