,Avg,
2017/8/13,70.3,21.27777778
2017/8/14,74.4,23.55555556
2017/8/15,77,25
2017/8/16,78.5,25.83333333
2017/8/17,78.2,25.66666667
2017/8/18,77,25
2017/8/19,76.2,24.55555556
2017/8/20,76.5,24.72222222
2017/8/21,80.4,26.88888889
2017/8/22,77.2,25.11111111
2017/8/23,69.2,20.66666667
2017/8/24,66.1,18.94444444
2017/8/25,64.7,18.16666667
2017/8/26,65.4,18.55555556
2017/8/27,67.7,19.83333333
2017/8/28,70,21.11111111
2017/8/29,70.2,21.22222222
2017/8/30,67.9,19.94444444
2017/8/31,69.2,20.66666667
2017/9/1,59,15
2017/9/2,57.6,14.22222222
2017/9/3,65.8,18.77777778
2017/9/4,71.2,21.77777778
2017/9/5,67.9,19.94444444
2017/9/6,58.8,14.88888889
2017/9/7,59,15
2017/9/8,60.8,16
2017/9/9,60.5,15.83333333
2017/9/10,59.4,15.22222222
2017/9/11,61.6,16.44444444
2017/9/12,63.9,17.72222222
2017/9/13,64.8,18.22222222
2017/9/14,64.5,18.05555556
2017/9/15,66.4,19.11111111
2017/9/16,69.3,20.72222222
2017/9/17,70.8,21.55555556
2017/9/18,71.7,22.05555556
2017/9/19,72.9,22.72222222
2017/9/20,74.8,23.77777778
2017/9/21,76.6,24.77777778
2017/9/22,77.5,25.27777778
2017/9/23,76.8,24.88888889
2017/9/24,76.2,24.55555556
2017/9/25,77.2,25.11111111
2017/9/26,77.1,25.05555556
2017/9/27,76.3,24.61111111
2017/9/28,64.4,18
2017/9/29,61,16.11111111
2017/9/30,57.6,14.22222222
2017/10/1,57.6,14.22222222
2017/10/2,63,17.22222222
2017/10/3,67.7,19.83333333
2017/10/4,71.2,21.77777778
2017/10/5,66.1,18.94444444
2017/10/6,66.8,19.33333333
2017/10/7,75,23.88888889
2017/10/8,67.3,19.61111111
2017/10/9,70.3,21.27777778
2017/10/10,66.4,19.11111111
2017/10/11,67.8,19.88888889
2017/10/12,61.7,16.5
2017/10/13,63.8,17.66666667
2017/10/14,66.4,19.11111111
2017/10/15,65.9,18.83333333
2017/10/16,51.5,10.83333333
2017/10/17,52.5,11.38888889
2017/10/18,55.3,12.94444444
2017/10/19,59.4,15.22222222
2017/10/20,59.5,15.27777778
2017/10/21,61.6,16.44444444
2017/10/22,65.5,18.61111111
2017/10/23,62,16.66666667
2017/10/24,50.5,10.27777778
2017/10/25,44.8,7.111111111
2017/10/26,43.6,6.444444444
2017/10/27,55.5,13.05555556
2017/10/28,39.4,4.111111111
2017/10/29,40.6,4.777777778
2017/10/30,40,4.444444444
2017/10/31,38,3.333333333
2017/11/1,42.6,5.888888889
2017/11/2,61.5,16.38888889
2017/11/3,56.7,13.72222222
2017/11/4,51.5,10.83333333
2017/11/5,64.5,18.05555556
2017/11/6,54,12.22222222
2017/11/7,43.4,6.333333333
2017/11/8,41.8,5.444444444
2017/11/9,41.6,5.333333333
2017/11/10,29.3,-1.5
2017/11/11,29.1,-1.611111111
2017/11/12,41.6,5.333333333
2017/11/13,40.2,4.555555556
2017/11/14,39,3.888888889
2017/11/15,42.9,6.055555556
2017/11/16,41,5
2017/11/17,41.7,5.388888889
2017/11/18,53.8,12.11111111
2017/11/19,38,3.333333333
2017/11/20,34.9,1.611111111
2017/11/21,45.5,7.5
2017/11/22,34.9,1.611111111
2017/11/23,31.8,-0.111111111
2017/11/24,40.9,4.944444444
2017/11/25,49.4,9.666666667
2017/11/26,37.2,2.888888889
2017/11/27,43.2,6.222222222
2017/11/28,51.4,10.77777778
2017/11/29,48.5,9.166666667
2017/11/30,46.5,8.055555556
2017/12/1,37.7,3.166666667
2017/12/2,37.5,3.055555556
2017/12/3,39.5,4.166666667
2017/12/4,48.5,9.166666667
2017/12/5,47.7,8.722222222
2017/12/6,34.9,1.611111111
2017/12/7,30.2,-1
2017/12/8,24.5,-4.166666667
2017/12/9,26.4,-3.111111111
2017/12/10,29.2,-1.555555556
2017/12/11,34.2,1.222222222
2017/12/12,27.4,-2.555555556
2017/12/13,24.1,-4.388888889
2017/12/14,26.3,-3.166666667
2017/12/15,26.4,-3.111111111
2017/12/16,37.8,3.222222222
2017/12/17,38.1,3.388888889
2017/12/18,43,6.111111111
2017/12/19,46.1,7.833333333
2017/12/20,38.6,3.666666667
2017/12/21,38.3,3.5
2017/12/22,52.3,11.27777778
2017/12/23,39.5,4.166666667
2017/12/24,32.6,0.333333333
2017/12/25,22.2,-5.444444444
2017/12/26,16.6,-8.555555556
2017/12/27,10,-12.22222222
2017/12/28,11.4,-11.44444444
2017/12/29,19.3,-7.055555556
2017/12/30,15.2,-9.333333333
2017/12/31,9.1,-12.72222222
2018/1/1,5.7,-14.61111111
2018/1/2,3.4,-15.88888889
2018/1/3,11.4,-11.44444444
2018/1/4,13.8,-10.11111111
2018/1/5,9.1,-12.72222222
2018/1/6,6.6,-14.11111111
2018/1/7,15.9,-8.944444444
2018/1/8,34,1.111111111
2018/1/9,33.8,1
2018/1/10,42.5,5.833333333
2018/1/11,56.4,13.55555556
2018/1/12,40.8,4.888888889
2018/1/13,16.5,-8.611111111
2018/1/14,10.7,-11.83333333
2018/1/15,21.5,-5.833333333
2018/1/16,14.7,-9.611111111
2018/1/17,10,-12.22222222
2018/1/18,18.1,-7.722222222
2018/1/19,26.9,-2.833333333
2018/1/20,37.9,3.277777778
2018/1/21,44.7,7.055555556
2018/1/22,52.6,11.44444444
2018/1/23,40.8,4.888888889
2018/1/24,31.5,-0.277777778
2018/1/25,32.3,0.166666667
2018/1/26,42.4,5.777777778
2018/1/27,46.6,8.111111111
2018/1/28,38.7,3.722222222
2018/1/29,31.6,-0.222222222
2018/1/30,22.4,-5.333333333
2018/1/31,33.7,0.944444444
2018/2/1,37.5,3.055555556
2018/2/2,16.4,-8.666666667
2018/2/3,24.5,-4.166666667
2018/2/4,33.2,0.666666667
2018/2/5,18.5,-7.5
2018/2/6,25.8,-3.444444444
2018/2/7,24.5,-4.166666667
2018/2/8,20.2,-6.555555556
2018/2/9,32.8,0.444444444
2018/2/10,36.3,2.388888889
2018/2/11,34.2,1.222222222
2018/2/12,29.1,-1.611111111
2018/2/13,31.9,-0.055555556
2018/2/14,44.7,7.055555556
2018/2/15,60,15.55555556
2018/2/16,45.3,7.388888889
2018/2/17,32.8,0.444444444
2018/2/18,37.7,3.166666667
2018/2/19,53.2,11.77777778
2018/2/20,67.8,19.88888889
2018/2/21,53,11.66666667
2018/2/22,41.9,5.5
2018/2/23,54,12.22222222
2018/2/24,49,9.444444444
2018/2/25,51.2,10.66666667
2018/2/26,43.3,6.277777778
2018/2/27,45.4,7.444444444
2018/2/28,53.8,12.11111111
2018/3/1,48.9,9.388888889
2018/3/2,35.6,2
2018/3/3,34.3,1.277777778
2018/3/4,35.2,1.777777778
2018/3/5,35.3,1.833333333
2018/3/6,45.3,7.388888889
2018/3/7,35.6,2
2018/3/8,28.9,-1.722222222
2018/3/9,30.8,-0.666666667
2018/3/10,32.5,0.277777778
2018/3/11,34.1,1.166666667
2018/3/12,33.9,1.055555556
2018/3/13,31.3,-0.388888889
2018/3/14,29.5,-1.388888889
2018/3/15,38.8,3.777777778
2018/3/16,32,0
2018/3/17,35.3,1.833333333
2018/3/18,39.5,4.166666667
2018/3/19,43.6,6.444444444
2018/3/20,36.1,2.277777778
2018/3/21,33,0.555555556
2018/3/22,35.9,2.166666667
2018/3/23,36.3,2.388888889
2018/3/24,34.4,1.333333333
2018/3/25,35.9,2.166666667
2018/3/26,45.9,7.722222222
2018/3/27,50.5,10.27777778
2018/3/28,53.5,11.94444444
2018/3/29,53.2,11.77777778
2018/3/30,42.3,5.722222222
2018/3/31,45.5,7.5
2018/4/1,42,5.555555556
2018/4/2,36.7,2.611111111
2018/4/3,51.6,10.88888889
2018/4/4,40.6,4.777777778
2018/4/5,38,3.333333333
2018/4/6,41.8,5.444444444
2018/4/7,33.5,0.833333333
2018/4/8,34.5,1.388888889
2018/4/9,35.2,1.777777778
2018/4/10,37.7,3.166666667
2018/4/11,47.3,8.5
2018/4/12,65.7,18.72222222
2018/4/13,71.8,22.11111111
2018/4/14,62.9,17.16666667
2018/4/15,52,11.11111111
2018/4/16,38,3.333333333
2018/4/17,34,1.111111111
2018/4/18,42.5,5.833333333
2018/4/19,42.1,5.611111111
2018/4/20,45.5,7.5
2018/4/21,47.7,8.722222222
2018/4/22,56,13.33333333
2018/4/23,57.5,14.16666667
2018/4/24,53.7,12.05555556
2018/4/25,54.6,12.55555556
2018/4/26,53.5,11.94444444
2018/4/27,58.4,14.66666667
2018/4/28,47.5,8.611111111
2018/4/29,46,7.777777778
2018/4/30,54.2,12.33333333
2018/5/1,64.6,18.11111111
2018/5/2,73,22.77777778
2018/5/3,74.1,23.38888889
2018/5/4,70.8,21.55555556
2018/5/5,60.8,16
2018/5/6,64.4,18
2018/5/7,62.1,16.72222222
2018/5/8,64.8,18.22222222
2018/5/9,73.8,23.22222222
2018/5/10,72,22.22222222
2018/5/11,66.5,19.16666667
2018/5/12,72.7,22.61111111
2018/5/13,72.2,22.33333333
2018/5/14,74.4,23.55555556
2018/5/15,73.7,23.16666667
2018/5/16,68.2,20.11111111
2018/5/17,71.7,22.05555556
2018/5/18,69.7,20.94444444
2018/5/19,73.5,23.05555556
2018/5/20,70.1,21.16666667
2018/5/21,69.4,20.77777778
2018/5/22,71.8,22.11111111
2018/5/23,67.6,19.77777778
2018/5/24,70.7,21.5
2018/5/25,74.4,23.55555556
2018/5/26,73.8,23.22222222
2018/5/27,78,25.55555556
2018/5/28,80,26.66666667
2018/5/29,80,26.66666667
2018/5/30,77.4,25.22222222
2018/5/31,77.2,25.11111111
2018/6/1,73.2,22.88888889
2018/6/2,73.5,23.05555556
2018/6/3,73.6,23.11111111
2018/6/4,68.2,20.11111111
2018/6/5,62.1,16.72222222
2018/6/6,59.4,15.22222222
2018/6/7,67.5,19.72222222
2018/6/8,71.4,21.88888889
2018/6/9,72.9,22.72222222
2018/6/10,73.7,23.16666667
2018/6/11,70.5,21.38888889
2018/6/12,71.8,22.11111111
2018/6/13,74.3,23.5
2018/6/14,71.8,22.11111111
2018/6/15,74.7,23.72222222
2018/6/16,77.6,25.33333333
2018/6/17,81.8,27.66666667
2018/6/18,84.1,28.94444444
2018/6/19,80.6,27
2018/6/20,77.2,25.11111111
2018/6/21,70.1,21.16666667
2018/6/22,74.4,23.55555556
2018/6/23,72.5,22.5
2018/6/24,75.7,24.27777778
2018/6/25,71.7,22.05555556
2018/6/26,70.1,21.16666667
2018/6/27,72.8,22.66666667
2018/6/28,75.9,24.38888889
2018/6/29,79.5,26.38888889
2018/6/30,81.4,27.44444444
2018/7/1,82.8,28.22222222
2018/7/2,78.9,26.05555556
2018/7/3,80.7,27.05555556
2018/7/4,81.2,27.33333333
2018/7/5,82.2,27.88888889
2018/7/6,74,23.33333333
2018/7/7,69.5,20.83333333
2018/7/8,72.4,22.44444444
2018/7/9,77,25
2018/7/10,78.9,26.05555556
2018/7/11,74.9,23.83333333
2018/7/12,74.4,23.55555556
2018/7/13,79,26.11111111
2018/7/14,82.5,28.05555556
2018/7/15,81.5,27.5
2018/7/16,79.5,26.38888889
2018/7/17,78.2,25.66666667
2018/7/18,73.7,23.16666667
2018/7/19,74.2,23.44444444
2018/7/20,71.6,22
2018/7/21,70,21.11111111
2018/7/22,71.8,22.11111111
2018/7/23,72.1,22.27777778
2018/7/24,73.5,23.05555556
2018/7/25,77.1,25.05555556
2018/7/26,75.2,24
2018/7/27,73,22.77777778
2018/7/28,70.7,21.5
2018/7/29,71.5,21.94444444
2018/7/30,73,22.77777778
2018/7/31,71.9,22.16666667
2018/8/1,71.2,21.77777778
2018/8/2,73.7,23.16666667
2018/8/3,76.2,24.55555556
2018/8/4,79.1,26.16666667
2018/8/5,81,27.22222222
2018/8/6,81.3,27.38888889
2018/8/7,76.3,24.61111111
2018/8/8,75.3,24.05555556
2018/8/9,75,23.88888889
2018/8/10,73.5,23.05555556
2018/8/11,72.1,22.27777778
2018/8/12,73.9,23.27777778
2018/8/13,73.3,22.94444444
2018/8/14,74.7,23.72222222
2018/8/15,75.4,24.11111111
2018/8/16,73.6,23.11111111
2018/8/17,74.8,23.77777778
2018/8/18,74.9,23.83333333
2018/8/19,72.4,22.44444444
2018/8/20,74.2,23.44444444
2018/8/21,74.8,23.77777778
2018/8/22,69.3,20.72222222
2018/8/23,67.3,19.61111111
2018/8/24,70.4,21.33333333
2018/8/25,75,23.88888889
2018/8/26,77.9,25.5
2018/8/27,81,27.22222222
2018/8/28,82.2,27.88888889
2018/8/29,79.7,26.5
2018/8/30,75.3,24.05555556
2018/8/31,75.9,24.38888889
2018/9/1,75.5,24.16666667
2018/9/2,78.7,25.94444444
2018/9/3,82.2,27.88888889
2018/9/4,83.5,28.61111111
2018/9/5,81.9,27.72222222
2018/9/6,76.1,24.5
2018/9/7,74.3,23.5
2018/9/8,64.9,18.27777778
2018/9/9,59.4,15.22222222
2018/9/10,62.6,17
2018/9/11,64.7,18.16666667
2018/9/12,68.5,20.27777778
2018/9/13,72.5,22.5
2018/9/14,76.6,24.77777778
2018/9/15,77.8,25.44444444
2018/9/16,76.5,24.72222222
2018/9/17,72.1,22.27777778
2018/9/18,74.6,23.66666667
2018/9/19,75.8,24.33333333
2018/9/20,78.4,25.77777778
2018/9/21,78.7,25.94444444
2018/9/22,61.9,16.61111111
2018/9/23,60.9,16.05555556
2018/9/24,66.5,19.16666667
2018/9/25,72.7,22.61111111
2018/9/26,69.2,20.66666667
2018/9/27,58.2,14.55555556
2018/9/28,57.4,14.11111111
2018/9/29,60.1,15.61111111
2018/9/30,66.8,19.33333333
2018/10/1,71.1,21.72222222
2018/10/2,73.3,22.94444444
2018/10/3,73.8,23.22222222
2018/10/4,70.5,21.38888889
2018/10/5,62,16.66666667
2018/10/6,76,24.44444444
2018/10/7,76.8,24.88888889
2018/10/8,78.2,25.66666667
2018/10/9,76.6,24.77777778
2018/10/10,71.8,22.11111111
2018/10/11,62.4,16.88888889
2018/10/12,48.4,9.111111111
2018/10/13,45,7.222222222
2018/10/14,50,10
2018/10/15,54.8,12.66666667
2018/10/16,46.1,7.833333333
2018/10/17,49,9.444444444
2018/10/18,42.7,5.944444444
2018/10/19,47.2,8.444444444
2018/10/20,50.5,10.27777778
2018/10/21,40.5,4.722222222
2018/10/22,48.4,9.111111111
2018/10/23,50.6,10.33333333
2018/10/24,43.2,6.222222222
2018/10/25,42,5.555555556
2018/10/26,46.7,8.166666667
2018/10/27,47.2,8.444444444
2018/10/28,48.2,9
2018/10/29,48.1,8.944444444
2018/10/30,50,10
2018/10/31,59.6,15.33333333
2018/11/1,52.2,11.22222222
2018/11/2,45.7,7.611111111
2018/11/3,43.5,6.388888889
2018/11/4,50,10
2018/11/5,55,12.77777778
2018/11/6,55.4,13
2018/11/7,45,7.222222222
2018/11/8,38,3.333333333
2018/11/9,38.3,3.5
2018/11/10,30,-1.111111111
2018/11/11,31.7,-0.166666667
2018/11/12,36.5,2.5
2018/11/13,36.4,2.444444444
2018/11/14,28.6,-1.888888889
2018/11/15,33.9,1.055555556
2018/11/16,34.2,1.222222222
2018/11/17,40.1,4.5
2018/11/18,42.7,5.944444444
2018/11/19,39.8,4.333333333
2018/11/20,36.3,2.388888889
2018/11/21,33.9,1.055555556
2018/11/22,32.6,0.333333333
2018/11/23,39.2,4
2018/11/24,46.6,8.111111111
2018/11/25,45,7.222222222
2018/11/26,39.8,4.333333333
2018/11/27,28.6,-1.888888889
2018/11/28,25.2,-3.777777778
2018/11/29,29.6,-1.333333333
2018/11/30,39.7,4.277777778
2018/12/1,44.4,6.888888889
2018/12/2,56.3,13.5
2018/12/3,40.3,4.611111111
2018/12/4,34.2,1.222222222
2018/12/5,31.2,-0.444444444
2018/12/6,32.6,0.333333333
2018/12/7,27.2,-2.666666667
2018/12/8,23.7,-4.611111111
2018/12/9,26.9,-2.833333333
2018/12/10,22.6,-5.222222222
2018/12/11,28.9,-1.722222222
2018/12/12,35.7,2.055555556
2018/12/13,42.4,5.777777778
2018/12/14,48.2,9
2018/12/15,48.6,9.222222222
2018/12/16,42.8,6
2018/12/17,37.4,3
2018/12/18,33.1,0.611111111
2018/12/19,36.6,2.555555556
2018/12/20,43.8,6.555555556
2018/12/21,41.3,5.166666667
2018/12/22,34.6,1.444444444
2018/12/23,35,1.666666667
2018/12/24,33.3,0.722222222
2018/12/25,31.9,-0.055555556
2018/12/26,32.4,0.222222222
2018/12/27,42.8,6
2018/12/28,52,11.11111111
2018/12/29,34.5,1.388888889
2018/12/30,35,1.666666667
2018/12/31,49.1,9.5
2019/1/1,43.5,6.388888889
2019/1/2,39.9,4.388888889
2019/1/3,35,1.666666667
2019/1/4,39.2,4
2019/1/5,42,5.555555556
2019/1/6,39.2,4
2019/1/7,44.8,7.111111111
2019/1/8,52.8,11.55555556
2019/1/9,29.1,-1.611111111
2019/1/10,23.9,-4.5
2019/1/11,27.4,-2.555555556
2019/1/12,28.7,-1.833333333
2019/1/13,30.6,-0.777777778
2019/1/14,25.7,-3.5
2019/1/15,20.3,-6.5
2019/1/16,32,0
2019/1/17,33.4,0.777777778
2019/1/18,35.1,1.722222222
2019/1/19,33,0.555555556
2019/1/20,12.9,-10.61111111
2019/1/21,5,-15
2019/1/22,21.3,-5.944444444
2019/1/23,44.5,6.944444444
2019/1/24,31.1,-0.5
2019/1/25,18.1,-7.722222222
2019/1/26,25.6,-3.555555556
2019/1/27,25.7,-3.5
2019/1/28,31.5,-0.277777778
2019/1/29,19.8,-6.777777778
2019/1/30,4.7,-15.16666667
2019/1/31,4.9,-15.05555556
2019/2/1,13.9,-10.05555556
2019/2/2,22.5,-5.277777778
2019/2/3,38.9,3.833333333
2019/2/4,47.9,8.833333333
2019/2/5,45.8,7.666666667
2019/2/6,50.1,10.05555556
2019/2/7,52.5,11.38888889
2019/2/8,26.2,-3.222222222
2019/2/9,19.9,-6.722222222
2019/2/10,28.1,-2.166666667
2019/2/11,34.9,1.611111111
2019/2/12,44.6,7
2019/2/13,30.2,-1
2019/2/14,40.1,4.5
2019/2/15,39,3.888888889
2019/2/16,25.2,-3.777777778
2019/2/17,28.8,-1.777777778
2019/2/18,29,-1.666666667
2019/2/19,27.1,-2.722222222
2019/2/20,36.3,2.388888889
2019/2/21,38.5,3.611111111
2019/2/22,35.5,1.944444444
2019/2/23,43.5,6.388888889
2019/2/24,45.1,7.277777778
2019/2/25,28.2,-2.111111111
2019/2/26,31.5,-0.277777778
2019/2/27,35.7,2.055555556
2019/2/28,30.3,-0.944444444
2019/3/1,33.5,0.833333333
2019/3/2,33.6,0.888888889
2019/3/3,30,-1.111111111
2019/3/4,17.9,-7.833333333
2019/3/5,14.7,-9.611111111
2019/3/6,17.7,-7.944444444
2019/3/7,26.8,-2.888888889
2019/3/8,32.3,0.166666667
2019/3/9,39,3.888888889
2019/3/10,46.3,7.944444444
2019/3/11,39.3,4.055555556
2019/3/12,36.3,2.388888889
2019/3/13,49.2,9.555555556
2019/3/14,62.5,16.94444444
2019/3/15,44,6.666666667
2019/3/16,35.9,2.166666667
2019/3/17,33,0.555555556
2019/3/18,34.6,1.444444444
2019/3/19,37.5,3.055555556
2019/3/20,43,6.111111111
2019/3/21,45.6,7.555555556
2019/3/22,40,4.444444444
2019/3/23,39.1,3.944444444
2019/3/24,45.4,7.444444444
2019/3/25,42.4,5.777777778
2019/3/26,36,2.222222222
2019/3/27,41.9,5.5
2019/3/28,51.3,10.72222222
2019/3/29,54.6,12.55555556
2019/3/30,52.3,11.27777778
2019/3/31,32.6,0.333333333
2019/4/1,33.8,1
2019/4/2,42.6,5.888888889
2019/4/3,50.3,10.16666667
2019/4/4,50.8,10.44444444
2019/4/5,52.9,11.61111111
2019/4/6,58.5,14.72222222
2019/4/7,61.7,16.5
2019/4/8,62.8,17.11111111
2019/4/9,59.9,15.5
2019/4/10,51.2,10.66666667
2019/4/11,60.8,16
2019/4/12,64.6,18.11111111
2019/4/13,57.5,14.16666667
2019/4/14,56.2,13.44444444
2019/4/15,43.2,6.222222222
2019/4/16,56.3,13.5
2019/4/17,64.8,18.22222222
2019/4/18,70.9,21.61111111
2019/4/19,50.9,10.5
2019/4/20,48.1,8.944444444
2019/4/21,47.9,8.833333333
2019/4/22,58,14.44444444
2019/4/23,63.5,17.5
2019/4/24,54,12.22222222
2019/4/25,59.3,15.16666667
2019/4/26,55.8,13.22222222
2019/4/27,48.5,9.166666667
2019/4/28,47.9,8.833333333
2019/4/29,56.9,13.83333333
2019/4/30,54.9,12.72222222
2019/5/1,68.7,20.38888889
2019/5/2,65.6,18.66666667
2019/5/3,63.1,17.27777778
2019/5/4,54.2,12.33333333
2019/5/5,52.9,11.61111111
2019/5/6,60.9,16.05555556
2019/5/7,63.9,17.72222222
2019/5/8,65.1,18.38888889
2019/5/9,70.5,21.38888889
2019/5/10,59.1,15.05555556
2019/5/11,55.7,13.16666667
2019/5/12,50.7,10.38888889
2019/5/13,51.4,10.77777778
2019/5/14,54,12.22222222
2019/5/15,59.1,15.05555556
2019/5/16,65.7,18.72222222
2019/5/17,67.1,19.5
2019/5/18,73.5,23.05555556
2019/5/19,73.6,23.11111111
2019/5/20,62.4,16.88888889
2019/5/21,55,12.77777778
2019/5/22,68.8,20.44444444
2019/5/23,72.9,22.72222222
2019/5/24,71,21.66666667
2019/5/25,75,23.88888889
2019/5/26,72.2,22.33333333
2019/5/27,71.4,21.88888889
2019/5/28,74.7,23.72222222
2019/5/29,75.9,24.38888889
2019/5/30,70,21.11111111
2019/5/31,68.3,20.16666667
2019/6/1,67.5,19.72222222
2019/6/2,67.3,19.61111111
2019/6/3,61,16.11111111
2019/6/4,66.8,19.33333333
2019/6/5,71.7,22.05555556
2019/6/6,71.6,22
2019/6/7,69.8,21
2019/6/8,71.4,21.88888889
2019/6/9,74.5,23.61111111
2019/6/10,69.7,20.94444444
2019/6/11,65,18.33333333
2019/6/12,64.9,18.27777778
2019/6/13,59.2,15.11111111
2019/6/14,63.3,17.38888889
2019/6/15,67.7,19.83333333
2019/6/16,71,21.66666667
2019/6/17,70.8,21.55555556
2019/6/18,70.6,21.44444444
2019/6/19,72,22.22222222
2019/6/20,68.5,20.27777778
2019/6/21,68,20
2019/6/22,71.2,21.77777778
2019/6/23,71.4,21.88888889
2019/6/24,72.4,22.44444444
2019/6/25,75.1,23.94444444
2019/6/26,78.6,25.88888889
2019/6/27,77.5,25.27777778
2019/6/28,79.3,26.27777778
2019/6/29,81,27.22222222
2019/6/30,80.3,26.83333333
2019/7/1,78.2,25.66666667
2019/7/2,80,26.66666667
2019/7/3,73.2,22.88888889
2019/7/4,73.3,22.94444444
2019/7/5,81.1,27.27777778
2019/7/6,79.7,26.5
2019/7/7,77,25
2019/7/8,75.8,24.33333333
2019/7/9,77.3,25.16666667
2019/7/10,81.9,27.72222222
2019/7/11,80.8,27.11111111
2019/7/12,75.8,24.33333333
2019/7/13,77.7,25.38888889
2019/7/14,80.4,26.88888889
2019/7/15,80.8,27.11111111
2019/7/16,78.9,26.05555556
2019/7/17,77.3,25.16666667
2019/7/18,79.5,26.38888889
2019/7/19,81.6,27.55555556
2019/7/20,85.2,29.55555556
2019/7/21,82.4,28
2019/7/22,72.7,22.61111111
2019/7/23,69.3,20.72222222
2019/7/24,68.4,20.22222222
2019/7/25,70.8,21.55555556
2019/7/26,73.6,23.11111111
2019/7/27,76.7,24.83333333
2019/7/28,79.2,26.22222222
2019/7/29,79.7,26.5
2019/7/30,75.8,24.33333333
2019/7/31,76.8,24.88888889
2019/8/1,75.6,24.22222222
2019/8/2,76.8,24.88888889
2019/8/3,75.1,23.94444444
2019/8/4,75.1,23.94444444
2019/8/5,78.2,25.66666667
2019/8/6,75.2,24
2019/8/7,75.9,24.38888889
2019/8/8,77.5,25.27777778
2019/8/9,73.6,23.11111111
2019/8/10,71.1,21.72222222
2019/8/11,72.6,22.55555556
2019/8/12,76.5,24.72222222
2019/8/13,75.6,24.22222222
2019/8/14,74.6,23.66666667
2019/8/15,76,24.44444444
2019/8/16,75.8,24.33333333
2019/8/17,77.8,25.44444444
2019/8/18,82,27.77777778
2019/8/19,76.2,24.55555556
2019/8/20,79.7,26.5
2019/8/21,75.5,24.16666667
2019/8/22,72.2,22.33333333
2019/8/23,68.1,20.05555556
2019/8/24,66.2,19
2019/8/25,68.1,20.05555556
2019/8/26,65.6,18.66666667
2019/8/27,70.6,21.44444444
2019/8/28,69.9,21.05555556
2019/8/29,69.4,20.77777778
2019/8/30,74.9,23.83333333
2019/8/31,69.8,21
2019/9/1,68.8,20.44444444
2019/9/2,69.3,20.72222222
2019/9/3,72.6,22.55555556
2019/9/4,73.3,22.94444444
2019/9/5,66,18.88888889
2019/9/6,66.4,19.11111111
2019/9/7,69.6,20.88888889
2019/9/8,65.5,18.61111111
2019/9/9,71.1,21.72222222
2019/9/10,76.8,24.88888889
2019/9/11,80.3,26.83333333
2019/9/12,80.3,26.83333333
2019/9/13,81.5,27.5
2019/9/14,72,22.22222222
2019/9/15,70.7,21.5
2019/9/16,75.9,24.38888889
2019/9/17,71.5,21.94444444
2019/9/18,72,22.22222222
2019/9/19,71.5,21.94444444
2019/9/20,75.8,24.33333333
2019/9/21,74.4,23.55555556
2019/9/22,76.7,24.83333333
2019/9/23,73.4,23
2019/9/24,65.1,18.38888889
2019/9/25,68.9,20.5
2019/9/26,70.7,21.5
2019/9/27,70,21.11111111
2019/9/28,76.3,24.61111111
2019/9/29,70.4,21.33333333
2019/9/30,78,25.55555556
2019/10/1,79.7,26.5
2019/10/2,79.4,26.33333333
2019/10/3,75.8,24.33333333
2019/10/4,59.2,15.11111111
2019/10/5,59.7,15.38888889
2019/10/6,66.8,19.33333333
2019/10/7,57,13.88888889
2019/10/8,53.5,11.94444444
2019/10/9,60.6,15.88888889
2019/10/10,64.9,18.27777778
2019/10/11,67.6,19.77777778
2019/10/12,47.9,8.833333333
2019/10/13,52.1,11.16666667
2019/10/14,52.9,11.61111111
2019/10/15,57.3,14.05555556
2019/10/16,51.4,10.77777778
2019/10/17,49.6,9.777777778
2019/10/18,48,8.888888889
2019/10/19,51.6,10.88888889
2019/10/20,61.3,16.27777778
2019/10/21,60.9,16.05555556
2019/10/22,59.3,15.16666667
2019/10/23,52.8,11.55555556
2019/10/24,55.8,13.22222222
2019/10/25,53.8,12.11111111
2019/10/26,54,12.22222222
2019/10/27,57.9,14.38888889
2019/10/28,53.1,11.72222222
2019/10/29,52.6,11.44444444
2019/10/30,54.6,12.55555556
2019/10/31,54.8,12.66666667
2019/11/1,36.8,2.666666667
2019/11/2,39.4,4.111111111
2019/11/3,42.8,6
2019/11/4,48.3,9.055555556
,45.9,7.722222222
,41.6,5.333333333
,39.2,4
,29.2,-1.555555556
,31.8,-0.111111111
,46,7.777777778
,41.6,5.333333333
,22.5,-5.277777778
,20,-6.666666667
,32.2,0.111111111
,30.9,-0.611111111
,34.6,1.444444444
,37.6,3.111111111
,42.4,5.777777778
,41.1,5.055555556
,42.1,5.611111111
,47.1,8.388888889
,43.1,6.166666667
,35.3,1.833333333
,37.3,2.944444444
,43.8,6.555555556
,49,9.444444444
,48.4,9.111111111
,37.4,3
,37.7,3.166666667
,39.7,4.277777778
,43.5,6.388888889
,35,1.666666667
,32.6,0.333333333
,37.6,3.111111111
,37.9,3.277777778
,39.4,4.111111111
,30.8,-0.666666667
,41.6,5.333333333
,52,11.11111111
,34.1,1.166666667
,24.3,-4.277777778
,29.4,-1.444444444
,39,3.888888889
,38.9,3.833333333
,31.9,-0.055555556
,32.1,0.055555556
,30.8,-0.666666667
,23.4,-4.777777778
,21.5,-5.833333333
,29.6,-1.333333333
,34.7,1.5
,34.8,1.555555556
,38,3.333333333
,34.4,1.333333333
