number,,,temp,,,hum,,,temp,
,,time,Max,Avg,Min,Max,Avg,Min,Avg,
737,,6,71,63.5,56,87,73.6,57,17.5,2015
738,,7,79,66.8,59,87,64.2,40,19.33333333,2015
739,,8,81,68.5,57,80,58.3,31,20.27777778,2015
740,,9,65,56.7,47,83,58.8,37,13.72222222,2015
741,,10,71,57.9,44,86,64.5,41,14.38888889,2015
742,,11,84,70,55,80,58.5,30,21.11111111,2015
743,,12,73,65.8,54,55,36.3,26,18.77777778,2015
744,,13,71,57.4,46,71,49.5,26,14.11111111,2015
745,,14,70,57,45,76,50.6,25,13.88888889,2015
746,,15,71,56.7,47,71,41.8,18,13.72222222,2015
747,,16,56,47.1,39,70,45.8,28,8.388888889,2015
748,,17,56,47,39,62,44,26,8.333333333,2015
749,,18,66,53.4,39,62,41.8,27,11.88888889,2015
750,,19,79,67.3,57,45,34.8,25,19.61111111,2015
751,,20,72,63.7,58,78,54.1,36,17.61111111,2015
752,,21,70,63.6,57,80,65.3,53,17.55555556,2015
753,,22,66,59.1,53,66,56,42,15.05555556,2015
754,,23,65,60.3,57,94,84.1,60,15.72222222,2015
755,,24,61,54.4,46,86,67,41,12.44444444,2015
756,,25,64,51.7,40,85,58.3,31,10.94444444,2015
757,,26,63,52.8,42,76,53.6,31,11.55555556,2015
758,,27,51,49.3,48,93,80.1,61,9.611111111,2015
759,,28,51,46.1,37,93,70.9,46,7.833333333,2015
760,,29,48,41.9,36,86,69.6,63,5.5,2015
761,,30,55,45.4,34,89,75.4,55,7.444444444,2015
762,,31,53,49.1,47,93,84.9,74,9.5,2015
763,11,1,76,59.3,45,86,58.1,29,15.16666667,2015
764,,2,78,62.5,53,74,53,26,16.94444444,2015
765,,3,72,58.9,49,93,79,53,14.94444444,2015
766,,4,66,59.8,54,90,79.7,68,15.44444444,2015
767,,5,74,61.1,46,90,72.3,52,16.16666667,2015
768,,6,57,47.1,38,83,60,35,8.388888889,2015
769,,7,54,43.8,36,79,57.1,31,6.555555556,2015
770,,8,59,45.4,35,72,53.8,31,7.444444444,2015
771,,9,60,46.2,34,73,52.8,32,7.888888889,2015
772,,10,63,51,36,70,50.3,33,10.55555556,2015
773,,11,63,52.8,37,89,75.8,49,11.55555556,2015
774,,12,53,45.6,40,82,57.6,41,7.555555556,2015
775,,13,53,42.5,31,76,48.5,29,5.833333333,2015
776,,14,65,51.1,38,68,49.4,33,10.61111111,2015
777,,15,59,54.3,43,64,55.3,44,12.38888889,2015
778,,16,57,52.5,50,93,80.3,53,11.38888889,2015
779,,17,60,58.5,55,90,87.8,83,14.72222222,2015
780,,18,60,48.7,42,90,80.7,60,9.277777778,2015
781,,19,47,39,31,61,41.2,21,3.888888889,2015
782,,20,39,33.9,29,89,72.1,36,1.055555556,2015
783,,21,31,25.3,16,85,70.6,51,-3.722222222,2015
784,,22,38,30.1,16,77,66.2,57,-1.055555556,2015
785,,23,46,37.4,31,79,65.8,47,3,2015
786,,24,54,41.6,33,82,68.6,49,5.333333333,2015
787,,25,58,52.9,48,89,64,51,11.61111111,2015
788,,26,53,39.9,32,93,88.2,82,4.388888889,2015
789,,27,32,29.2,27,85,79.6,74,-1.555555556,2015
790,,28,32,29,26,79,75.6,69,-1.666666667,2015
791,,29,37,33.5,32,85,73.5,50,0.833333333,2015
792,,30,38,35.3,33,93,88.2,79,1.833333333,2015
793,12,1,35,32.9,30,85,76.2,70,0.5,2015
794,,2,37,34.5,32,89,82.5,75,1.388888889,2015
795,,3,46,34.2,24,89,72,47,1.222222222,2015
796,,4,52,38.7,27,89,73,49,3.722222222,2015
797,,5,51,41.8,35,79,65.6,43,5.444444444,2015
798,,6,44,40.2,35,93,80.1,62,4.555555556,2015
799,,7,51,37,32,96,84.4,52,2.777777778,2015
800,,8,50,41.4,35,86,76,59,5.222222222,2015
801,,9,56,45.8,35,85,71.3,53,7.666666667,2015
802,,10,58,50.9,41,66,55.4,37,10.5,2015
803,,11,53,46.3,38,76,61.6,52,7.944444444,2015
804,,12,52,46.2,39,93,87.9,80,7.888888889,2015
805,,13,54,49.3,46,93,89.4,86,9.611111111,2015
806,,14,47,39.8,35,93,86,76,4.333333333,2015
807,,15,45,38,35,93,85.4,79,3.333333333,2015
808,,16,46,36.1,30,86,71.2,61,2.277777778,2015
809,,17,37,31.3,25,67,59.2,42,-0.388888889,2015
810,,18,35,25.5,19,74,60.6,42,-3.611111111,2015
811,,19,39,27.4,16,77,60.4,39,-2.555555556,2015
812,,20,53,47.2,37,93,70.7,56,8.444444444,2015
813,,21,48,36.3,31,93,85.7,78,2.388888889,2015
814,,22,42,34.1,29,92,83.5,70,1.166666667,2015
815,,23,45,41.5,34,93,87.6,75,5.277777778,2015
816,,24,33,30.8,28,89,83.5,72,-0.666666667,2015
817,,25,34,29.4,26,96,89,85,-1.444444444,2015
818,,26,37,35.1,32,93,89,82,1.722222222,2015
819,,27,33,26.1,20,85,79.1,74,-3.277777778,2015
820,,28,28,26.1,21,89,82.3,75,-3.277777778,2015
821,,29,26,24.2,21,85,78.9,69,-4.333333333,2015
822,,30,28,25.6,23,91,81.3,72,-3.555555556,2015
823,,31,26,21.2,15,85,71.4,53,-6,2015
824,2016,1,36,25.9,18,78,66.3,48,-3.388888889,2016
825,,2,34,24.1,12,84,70.3,59,-4.388888889,2016
826,,3,27,23.6,19,85,75.9,71,-4.666666667,2016
827,,4,27,24.6,19,85,77.1,72,-4.111111111,2016
828,,5,34,26.1,17,88,73.1,61,-3.277777778,2016
829,,6,35,32.7,27,89,77.1,64,0.388888889,2016
830,,7,37,35.5,34,93,91.1,89,1.944444444,2016
831,,8,37,34.4,25,97,90.3,81,1.333333333,2016
832,,9,23,11.6,-2,86,71.3,62,-11.33333333,2016
833,,10,10,2.9,-4,73,63.5,58,-16.16666667,2016
834,,11,30,21.8,11,82,71.2,60,-5.666666667,2016
835,,12,16,7.2,2,73,62.4,55,-13.77777778,2016
836,,13,40,27.5,11,79,68.6,60,-2.5,2016
837,,14,47,39.8,32,79,64.4,51,4.333333333,2016
838,,15,35,22.2,13,84,72.8,61,-5.444444444,2016
839,,16,18,10.5,6,73,65,52,-11.94444444,2016
840,,17,6,-0.6,-6,70,62.3,52,-18.11111111,2016
841,,18,13,6.5,-2,73,63,56,-14.16666667,2016
842,,19,18,13.2,7,84,74.1,64,-10.44444444,2016
843,,20,24,17.5,9,84,78.3,71,-8.055555556,2016
844,,21,28,21.3,16,84,72.5,58,-5.944444444,2016
845,,22,26,23,21,81,74.4,66,-5,2016
846,,23,26,22.2,18,88,78.2,71,-5.444444444,2016
847,,24,35,29.8,26,89,81.6,67,-1.222222222,2016
848,,25,31,29.4,26,88,82.3,75,-1.444444444,2016
849,,26,31,29.1,28,78,71.5,64,-1.611111111,2016
850,,27,40,32,22,82,70.7,55,0,2016
851,,28,40,35,26,81,71.5,65,1.666666667,2016
852,,29,46,35.2,25,85,73.4,58,1.777777778,2016
853,,30,49,40.6,31,89,76,63,4.777777778,2016
854,,31,47,38.8,34,89,78.5,61,3.777777778,2016
855,2,1,47,35.9,28,92,80.5,54,2.166666667,2016
856,,2,36,34.5,33,93,86.4,72,1.388888889,2016
857,,3,34,25.9,14,92,77.5,58,-3.388888889,2016
858,,4,34,23.9,13,81,70.9,59,-4.5,2016
859,,5,32,25.5,14,88,74.8,54,-3.611111111,2016
860,,6,40,32.5,28,89,80.5,60,0.277777778,2016
861,,7,44,37,29,82,66.8,47,2.777777778,2016
862,,8,26,19.1,15,80,68.3,60,-7.166666667,2016
863,,9,18,14.3,10,74,66.2,54,-9.833333333,2016
864,,10,19,17.1,15,81,72.9,62,-8.277777778,2016
865,,11,21,16.3,7,85,65.2,42,-8.722222222,2016
866,,12,20,16.4,5,86,67.3,47,-8.666666667,2016
867,,13,15,10.3,2,80,63.9,47,-12.05555556,2016
868,,14,25,19.8,15,84,77.1,71,-6.777777778,2016
869,,15,40,31.1,21,88,79.6,68,-0.5,2016
870,,16,37,35.3,32,93,83.6,72,1.833333333,2016
871,,17,37,32.6,30,82,76.5,70,0.333333333,2016
872,,18,52,42.5,33,82,72.8,63,5.833333333,2016
873,,19,60,53.2,48,74,50.7,32,11.77777778,2016
874,,20,54,46,38,79,58,41,7.777777778,2016
875,,21,44,38.6,34,89,75.9,63,3.666666667,2016
876,,22,43,37.7,31,89,72.3,58,3.166666667,2016
877,,23,46,38.8,33,82,73.3,56,3.777777778,2016
878,,24,39,35.8,32,78,71.3,60,2.111111111,2016
879,,25,35,31.8,30,79,67.6,57,-0.111111111,2016
880,,26,49,37.7,30,75,56.7,35,3.166666667,2016
881,,27,71,51.9,30,76,41,18,11.05555556,2016
882,,28,58,48.8,35,78,55.6,30,9.333333333,2016
883,,29,58,40,30,85,65.1,32,4.444444444,2016
884,3,1,30,24,19,80,67.8,58,-4.444444444,2016
885,,2,37,27.7,17,81,65,48,-2.388888889,2016
886,,3,36,33.2,29,82,77,70,0.666666667,2016
887,,4,50,38.7,32,82,69.3,48,3.722222222,2016
888,,5,44,38.2,34,82,65.4,45,3.444444444,2016
889,,6,70,52.5,34,75,49.7,30,11.38888889,2016
890,,7,72,63.1,52,72,57,46,17.27777778,2016
891,,8,72,64,50,77,62.3,45,17.77777778,2016
892,,9,56,47.3,40,79,64.7,44,8.5,2016
893,,10,63,49.7,38,83,59,35,9.833333333,2016
894,,11,69,54,38,76,54,33,12.22222222,2016
895,,12,54,51.3,44,89,79.6,59,10.72222222,2016
896,,13,57,52.4,50,94,88.2,80,11.33333333,2016
897,,14,73,58.3,51,96,80,46,14.61111111,2016
898,,15,61,55.6,49,87,78.8,66,13.11111111,2016
899,,16,60,49.3,42,66,46.5,23,9.611111111,2016
900,,17,58,46.6,36,70,43.1,21,8.111111111,2016
901,,18,45,38,31,69,51.5,34,3.333333333,2016
902,,19,41,35.7,33,89,75.1,55,2.055555556,2016
903,,20,47,38.2,34,82,63.3,37,3.444444444,2016
904,,21,62,46.8,28,75,47.8,24,8.222222222,2016
905,,22,65,56.9,49,55,46.8,38,13.83333333,2016
906,,23,54,43.5,36,89,77.7,59,6.388888889,2016
907,,24,40,34.8,29,85,75.4,60,1.555555556,2016
908,,25,55,41.7,25,85,60.7,35,5.388888889,2016
909,,26,51,45.7,41,86,74.2,60,7.611111111,2016
910,,27,50,40.8,36,83,71.2,48,4.888888889,2016
911,,28,64,48.3,30,79,46.7,22,9.055555556,2016
912,,29,66,55.4,43,56,38.8,25,13,2016
913,,30,73,60.2,52,84,57.9,40,15.66666667,2016
914,,31,55,48.2,42,90,75.7,45,9,2016
915,4,1,49,42.1,34,86,67.9,37,5.611111111,2016
916,,2,49,42.4,34,70,40,22,5.777777778,2016
917,,3,83,62.8,36,62,34,16,17.11111111,2016
918,,4,53,46.2,39,62,44.8,32,7.888888889,2016
919,,5,55,44.9,35,86,57.9,38,7.166666667,2016
920,,6,55,46.5,40,89,68.3,57,8.055555556,2016
921,,7,51,43.7,38,76,67.5,58,6.5,2016
922,,8,49,40,31,73,43.1,17,4.444444444,2016
923,,9,50,38.7,25,61,39,25,3.722222222,2016
924,,10,66,55.6,45,70,51.1,28,13.11111111,2016
925,,11,52,44.3,36,57,36.8,24,6.833333333,2016
926,,12,60,46,30,64,38,23,7.777777778,2016
927,,13,72,57,41,57,37.3,20,13.88888889,2016
928,,14,73,61,47,61,39.3,23,16.11111111,2016
929,,15,77,65.9,51,58,47.3,37,18.83333333,2016
930,,16,80,69.9,58,67,44.3,25,21.05555556,2016
931,,17,79,70.4,61,70,51.2,36,21.33333333,2016
932,,18,76,64.8,58,93,73.7,34,18.22222222,2016
933,,19,65,56.3,49,90,78.1,56,13.5,2016
934,,20,65,56.6,51,90,79.8,60,13.66666667,2016
935,,21,67,56.1,50,89,77.3,54,13.38888889,2016
936,,22,60,55.6,51,86,73.9,62,13.11111111,2016
937,,23,74,57,45,97,74.2,44,13.88888889,2016
938,,24,81,68.3,58,87,57.9,36,20.16666667,2016
939,,25,75,66.3,59,90,61.5,41,19.05555556,2016
940,,26,71,59.4,53,86,70.5,53,15.22222222,2016
941,,27,54,49.6,46,93,86.2,74,9.777777778,2016
942,,28,58,50.6,47,86,80,69,10.33333333,2016
943,,29,51,48.3,46,83,77.4,66,9.055555556,2016
944,,30,51,47.5,45,90,85,77,8.611111111,2016
945,5,1,50,47.3,45,90,86.4,80,8.5,2016
946,,2,65,53.2,42,92,66,37,11.77777778,2016
947,,3,69,58.9,45,86,55.5,31,14.94444444,2016
948,,4,68,59.5,50,59,39.2,24,15.27777778,2016
949,,5,72,59.1,45,74,43.4,21,15.05555556,2016
950,,6,86,71.9,52,66,40.1,22,22.16666667,2016
951,,7,71,66.1,61,63,42,22,18.94444444,2016
952,,8,69,64.2,59,70,39.8,24,17.88888889,2016
953,,9,66,61.9,58,90,84.2,70,16.61111111,2016
954,,10,76,66,61,90,76.8,51,18.88888889,2016
955,,11,70,62.1,54,93,84.6,65,16.72222222,2016
956,,12,66,58.3,50,90,61.4,40,14.61111111,2016
957,,13,69,53.6,44,84,66.9,38,12,2016
958,,14,58,49.5,40,65,46.9,27,9.722222222,2016
959,,15,66,55.3,42,76,48.1,26,12.94444444,2016
960,,16,61,54.4,50,86,68.6,51,12.44444444,2016
961,,17,68,51.3,43,96,80.7,43,10.72222222,2016
962,,18,68,56.3,45,93,66.2,33,13.5,2016
963,,19,71,62,50,71,46.8,28,16.66666667,2016
964,,20,70,62.7,56,65,52.4,35,17.05555556,2016
965,,21,76,65.3,49,80,47.7,23,18.5,2016
966,,22,82,69,51,77,45.1,22,20.55555556,2016
967,,23,78,69.4,62,79,62.4,52,20.77777778,2016
968,,24,84,72,64,90,71.2,43,22.22222222,2016
969,,25,80,70.3,66,93,79.2,54,21.27777778,2016
970,,26,82,69,62,87,76.1,52,20.55555556,2016
971,,27,76,67.8,63,90,80.9,60,19.88888889,2016
972,,28,75,67.9,62,90,77.5,57,19.94444444,2016
973,,29,83,72.3,59,87,58.8,34,22.38888889,2016
974,,30,87,76.1,65,81,57.3,38,24.5,2016
975,,31,81,70,65,90,75.3,50,21.11111111,2016
976,6,1,79,67.8,60,93,64.2,34,19.88888889,2016
977,,2,81,70.8,58,75,55.3,41,21.55555556,2016
978,,3,85,74.6,63,90,60.3,33,23.66666667,2016
979,,4,82,70.9,62,93,62.6,38,21.61111111,2016
980,,5,86,73.8,59,81,51.1,27,23.22222222,2016
981,,6,84,72.5,61,67,42.4,21,22.5,2016
982,,7,77,67.9,57,72,48,32,19.94444444,2016
983,,8,84,73.6,60,67,52.8,41,23.11111111,2016
984,,9,94,82.1,68,78,52.2,30,27.83333333,2016
985,,10,95,84,74,69,56.6,42,28.88888889,2016
986,,11,90,79.2,70,90,71.8,49,26.22222222,2016
987,,12,93,84.5,74,87,63,45,29.16666667,2016
988,,13,91,82,73,90,65.3,48,27.77777778,2016
989,,14,91,77.9,71,93,76.9,48,25.5,2016
990,,15,96,83.6,69,93,61.5,32,28.66666667,2016
991,,16,88,79.7,69,81,62.3,48,26.5,2016
992,,17,88,78.9,69,81,63.1,44,26.05555556,2016
993,,18,90,80.7,71,78,54.4,37,27.05555556,2016
994,,19,91,80.9,68,65,53,36,27.16666667,2016
995,,20,88,79.8,71,78,60.9,37,26.55555556,2016
996,,21,87,78.5,68,88,61.8,37,25.83333333,2016
997,,22,95,82.2,72,91,70,46,27.88888889,2016
998,,23,84,75.6,67,76,56,40,24.22222222,2016
999,,24,89,76.8,63,90,67.8,48,24.88888889,2016
1000,,25,93,84.3,76,85,64.2,42,29.05555556,2016
1001,,26,90,79.4,71,93,67.4,36,26.33333333,2016
1002,,27,89,79.9,70,75,53.3,36,26.61111111,2016
1003,,28,83,74.7,66,79,57.7,41,23.72222222,2016
1004,,29,80,71.2,63,87,71.8,58,21.77777778,2016
1005,,30,85,72.3,66,93,78.1,51,22.38888889,2016
1006,7,1,78,70,59,87,59.1,40,21.11111111,2016
1007,,2,68,65,62,87,78.2,68,18.33333333,2016
1008,,3,74,66.4,59,90,74.9,57,19.11111111,2016
1009,,4,77,68.1,63,93,83,69,20.05555556,2016
1010,,5,91,80.6,68,93,78.4,61,27,2016
1011,,6,92,80.6,72,87,70.4,47,27,2016
1012,,7,86,74.9,67,93,79.2,55,23.83333333,2016
1013,,8,87,78.6,69,90,59.7,38,25.88888889,2016
1014,,9,86,77,65,90,63.4,46,25,2016
1015,,10,84,76.4,71,88,76.5,63,24.66666667,2016
1016,,11,94,83.1,69,93,69.5,46,28.38888889,2016
1017,,12,87,76.1,68,93,77.5,55,24.5,2016
1018,,13,87,76.7,70,93,81,55,24.83333333,2016
1019,,14,87,77.8,68,87,60,39,25.44444444,2016
1020,,15,76,69.7,60,87,68.8,56,20.94444444,2016
1021,,16,84,74.7,64,90,72,56,23.72222222,2016
1022,,17,88,76.9,67,90,81.8,65,24.94444444,2016
1023,,18,86,77.7,71,94,80.6,57,25.38888889,2016
1024,,19,77,72.7,70,97,89.3,79,22.61111111,2016
1025,,20,95,83.3,71,93,76.5,57,28.5,2016
1026,,21,96,87.6,79,88,70.5,52,30.88888889,2016
1027,,22,91,84,75,85,74.6,59,28.88888889,2016
1028,,23,92,85.2,79,90,76.5,61,29.55555556,2016
1029,,24,89,82.5,74,88,68.1,46,28.05555556,2016
1030,,25,89,79.8,70,81,57.5,36,26.55555556,2016
1031,,26,86,78.9,69,90,64.3,46,26.05555556,2016
1032,,27,86,78.1,70,87,70.2,55,25.61111111,2016
1033,,28,80,75.2,70,91,71.2,52,24,2016
1034,,29,73,69,65,87,81.3,73,20.55555556,2016
1035,,30,82,73.3,67,90,75.7,54,22.94444444,2016
1036,,31,83,77.1,68,87,73,60,25.05555556,2016
1037,8,1,78,72.6,69,96,86.2,71,22.55555556,2016
1038,,2,84,73.7,70,96,87.8,63,23.16666667,2016
1039,,3,88,77.5,68,97,81.9,61,25.27777778,2016
1040,,4,94,83.8,74,93,75,58,28.77777778,2016
1041,,5,83,75.4,68,84,61.5,45,24.11111111,2016
1042,,6,81,74,67,79,60.4,45,23.33333333,2016
1043,,7,79,73.2,68,84,68.1,52,22.88888889,2016
1044,,8,80,74.2,66,90,74.4,62,23.44444444,2016
1045,,9,88,79.5,70,90,74.3,55,26.38888889,2016
1046,,10,93,81.2,75,94,79.9,57,27.33333333,2016
1047,,11,91,78.5,72,94,82.5,63,25.83333333,2016
1048,,12,83,75.7,70,97,86.4,65,24.27777778,2016
1049,,13,86,76.5,66,91,68.4,46,24.72222222,2016
1050,,14,86,76.8,68,93,68.6,46,24.88888889,2016
1051,,15,82,75.7,68,87,74.7,60,24.27777778,2016
1052,,16,86,76.9,68,93,75.4,55,24.94444444,2016
1053,,17,86,79,68,87,72.8,59,26.11111111,2016
1054,,18,92,82,73,93,73.1,52,27.77777778,2016
1055,,19,88,76.5,68,96,79,55,24.72222222,2016
1056,,20,74,68.7,63,96,79.1,55,20.38888889,2016
1057,,21,77,67.8,57,90,63.1,40,19.88888889,2016
1058,,22,82,71.3,60,83,65,45,21.83333333,2016
1059,,23,83,75,65,88,79.8,62,23.88888889,2016
1060,,24,84,75.2,68,93,82.8,65,24,2016
1061,,25,76,71,65,93,76.2,60,21.66666667,2016
1062,,26,72,67.4,64,93,84.2,71,19.66666667,2016
1063,,27,82,70.7,64,93,84.5,62,21.5,2016
1064,,28,88,77.1,69,96,79.4,59,25.05555556,2016
1065,,29,85,76.1,72,97,85.5,67,24.5,2016
1066,,30,83,75.7,71,96,83,62,24.27777778,2016
1067,,31,83,73.5,66,81,61.1,41,23.05555556,2016
1068,9,1,80,70,61,83,62.3,42,21.11111111,2016
1069,,2,77,68.2,58,90,67.1,46,20.11111111,2016
1070,,3,77,68.9,61,81,67.6,50,20.5,2016
1071,,4,81,71.3,64,84,70,54,21.83333333,2016
1072,,5,89,78.9,68,82,68.9,57,26.05555556,2016
1073,,6,93,83.4,76,85,69,50,28.55555556,2016
1074,,7,81,77,73,96,85.5,67,25,2016
1075,,8,85,76.6,72,100,79,49,24.77777778,2016
1076,,9,82,72.4,66,97,87.5,66,22.44444444,2016
1077,,10,75,65.1,57,83,62.8,37,18.38888889,2016
1078,,11,78,66,54,86,64,42,18.88888889,2016
1079,,12,84,72.3,60,83,69.8,54,22.38888889,2016
1080,,13,73,67.5,62,97,85.5,71,19.72222222,2016
1081,,14,75,66.8,61,81,68.9,57,19.33333333,2016
1082,,15,85,70.3,63,100,81.1,59,21.27777778,2016
1083,,16,74,66.7,62,100,85.8,64,19.27777778,2016
1084,,17,78,68.1,60,93,71,45,20.05555556,2016
1085,,18,85,70.5,58,87,65.5,30,21.38888889,2016
1086,,19,89,75,65,90,73,59,23.88888889,2016
1087,,20,88,76,62,93,75,53,24.44444444,2016
1088,,21,92,82.6,76,91,73,50,28.11111111,2016
1089,,22,86,77.5,71,93,77.7,61,25.27777778,2016
1090,,23,88,77,71,93,77.1,48,25,2016
1091,,24,88,74.9,69,97,79.9,53,23.83333333,2016
1092,,25,71,66.2,57,97,78.2,51,19,2016
1093,,26,74,61.6,50,71,50.4,26,16.44444444,2016
1094,,27,76,63.1,50,77,52.4,28,17.27777778,2016
1095,,28,61,56.9,51,83,67.7,49,13.83333333,2016
1096,,29,75,62.7,52,89,63.3,35,17.05555556,2016
1097,,30,66,61.5,54,93,74.9,67,16.38888889,2016
1098,10,1,66,63,60,93,84.1,73,17.22222222,2016
1099,,2,73,64,56,100,77.1,48,17.77777778,2016
1100,,3,72,61.9,54,100,81.3,55,16.61111111,2016
1101,,4,79,69.6,61,90,66.8,48,20.88888889,2016
1102,,5,72,64.7,61,93,76.2,53,18.16666667,2016
1103,,6,74,65.1,50,93,82.5,71,18.38888889,2016
1104,,7,64,51.7,43,90,65.8,37,10.94444444,2016
1105,,8,72,57.9,44,85,58.7,33,14.38888889,2016
1106,,9,70,57.3,46,75,60.6,42,14.05555556,2016
1107,,10,70,60,50,90,71.8,46,15.55555556,2016
1108,,11,77,65.3,57,87,68.9,46,18.5,2016
1109,,12,57,47.8,40,90,76.8,66,8.777777778,2016
1110,,13,58,45.9,34,89,65.5,40,7.722222222,2016
1111,,14,68,57.1,43,93,78.8,63,13.94444444,2016
1112,,15,71,67.2,65,97,88.6,78,19.55555556,2016
1113,,16,81,66.2,60,100,92,65,19,2016
1114,,17,86,74.9,65,93,71.4,43,23.83333333,2016
1115,,18,72,63.4,56,94,67.4,39,17.44444444,2016
1116,,19,72,59.9,51,86,61.7,30,15.5,2016
1117,,20,55,47.6,39,89,65.1,49,8.666666667,2016
1118,,21,60,47.5,37,89,70,46,8.611111111,2016
1119,,22,72,56.2,42,86,60.7,26,13.44444444,2016
1120,,23,74,59.7,49,86,55.9,21,15.38888889,2016
1121,,24,62,53,43,86,64.4,44,11.66666667,2016
1122,,25,61,55.3,50,69,63.1,56,12.94444444,2016
1123,,26,59,55.6,49,97,85.1,70,13.11111111,2016
1124,,27,62,52.9,44,89,73.5,58,11.61111111,2016
1125,,28,81,66.6,51,93,74.7,50,19.22222222,2016
1126,,29,76,66.5,56,90,75.7,58,19.16666667,2016
1127,,30,60,53.2,47,90,72.9,49,11.77777778,2016
1128,,31,64,57.2,48,90,85.2,75,14,2016
1129,11,1,74,66.1,57,90,55.2,29,18.94444444,2016
1130,,2,64,58.5,52,90,80.8,45,14.72222222,2016
1131,,3,73,57,45,93,64.1,29,13.88888889,2016
1132,,4,75,58.1,44,85,57.6,30,14.5,2016
1133,,5,74,59.4,49,74,59.1,37,15.22222222,2016
1134,,6,68,55.2,46,83,56,28,12.88888889,2016
1135,,7,63,54.6,45,77,67.4,56,12.55555556,2016
1136,,8,63,54.3,43,81,60.2,37,12.38888889,2016
1137,,9,60,46.8,35,89,62.8,35,8.222222222,2016
1138,,10,71,54.7,40,77,53.1,26,12.61111111,2016
1139,,11,55,48.4,40,68,57,42,9.111111111,2016
1140,,12,55,42.4,32,88,67.5,45,5.777777778,2016
1141,,13,64,49.9,36,76,56.5,31,9.944444444,2016
1142,,14,62,50,40,89,68.3,46,10,2016
1143,,15,67,49.7,35,96,70.4,42,9.833333333,2016
1144,,16,69,55,39,93,63,36,12.77777778,2016
1145,,17,74,65.5,54,72,50.3,35,18.61111111,2016
1146,,18,62,45.9,33,79,67.8,59,7.722222222,2016
1147,,19,43,34.1,27,69,54,32,1.166666667,2016
1148,,20,42,31.2,23,78,59,38,-0.444444444,2016
1149,,21,47,37.6,27,72,53.2,36,3.111111111,2016
1150,,22,44,40.9,38,93,78.6,55,4.944444444,2016
1151,,23,42,40.4,39,97,86.3,76,4.666666667,2016
1152,,24,39,38.8,38,89,80.4,73,3.777777778,2016
1153,,25,47,40.6,37,93,80.5,63,4.777777778,2016
1154,,26,60,45.6,35,86,65.8,41,7.555555556,2016
1155,,27,55,46.4,36,97,88.3,77,8,2016
1156,,28,60,53,43,89,73.8,49,11.66666667,2016
1157,,29,46,40.1,34,82,65.6,47,4.5,2016
1158,,30,38,36.4,35,85,74.4,67,2.444444444,2016
1159,12,1,38,36.1,35,76,73.3,70,2.277777778,2016
1160,,2,41,37.5,35,87,79.6,67,3.055555556,2016
1161,,3,42,38.5,36,89,75.6,62,3.611111111,2016
1162,,4,39,35.1,31,96,92.1,86,1.722222222,2016
1163,,5,50,37.8,31,96,84.5,56,3.222222222,2016
1164,,6,39,31.3,24,89,65,44,-0.388888889,2016
1165,,7,25,21.3,18,68,60.4,51,-5.944444444,2016
1166,,8,25,18.1,12,71,63.1,53,-7.722222222,2016
1167,,9,23,18.5,10,80,66.7,55,-7.5,2016
1168,,10,28,24.3,22,88,74.3,62,-4.277777778,2016
1169,,11,35,29.8,14,96,80.2,69,-1.222222222,2016
1170,,12,32,20.5,8,77,64.2,49,-6.388888889,2016
1171,,13,21,13.4,6,71,55.5,33,-10.33333333,2016
1172,,14,23,16.8,8,61,51.1,35,-8.444444444,2016
1173,,15,16,10,2,64,51.5,41,-12.22222222,2016
1174,,16,22,20.6,16,92,76.3,47,-6.333333333,2016
1175,,17,22,10.8,-4,89,77.2,62,-11.77777778,2016
1176,,18,4,-3.6,-12,75,66.7,60,-19.77777778,2016
1177,,19,27,14,0,75,64.1,55,-10,2016
1178,,20,39,28.8,22,81,66.6,53,-1.777777778,2016
1179,,21,48,35.3,25,81,67,48,1.833333333,2016
1180,,22,46,33.8,23,89,67,35,1,2016
1181,,23,38,35.2,33,96,88.2,65,1.777777778,2016
1182,,24,38,33.2,24,97,90.2,79,0.666666667,2016
1183,,25,52,40.7,35,100,94.4,74,4.833333333,2016
1184,,26,47,34.6,30,77,59.5,48,1.444444444,2016
1185,,27,46,33.5,23,78,61,39,0.833333333,2016
1186,,28,47,37.1,31,76,62.2,42,2.833333333,2016
1187,,29,41,36.2,31,64,53.9,40,2.333333333,2016
1188,,30,47,36.3,21,82,54.2,29,2.388888889,2016
1189,,31,38,30.6,22,78,66.6,54,-0.777777778,2016
1190,2017,1,38,29.7,20,85,68.9,52,-1.277777778,2017
1191,,2,38,35.8,34,97,86.3,64,2.111111111,2017
1192,,3,35,24.7,10,96,75.3,57,-4.055555556,2017
1193,,4,15,9.7,5,80,61.3,45,-12.38888889,2017
1194,,5,11,8.5,4,80,66.8,50,-13.05555556,2017
1195,,6,16,6,-3,78,61.7,47,-14.44444444,2017
1196,,7,23,14.9,9,71,60.8,46,-9.5,2017
1197,,8,25,15.3,3,76,65,53,-9.277777778,2017
1198,,9,33,23.8,15,84,71.1,62,-4.555555556,2017
1199,,10,43,35,24,96,83.2,69,1.666666667,2017
1200,,11,35,24.8,14,82,76.1,70,-4,2017
1201,,12,23,17.3,13,74,62.4,42,-8.166666667,2017
1202,,13,25,18.7,12,59,49.6,36,-7.388888889,2017
1203,,14,35,26.7,22,68,51.6,31,-2.944444444,2017
