number,,,TEMP,,,HUM,,,TEMP
,,,Max,Avg,Min,,,,AVG
1351,,11,87,77,66,76,54.9,38,25
1352,,12,90,80,69,77,55.9,39,26.66666667
1353,,13,85,77.5,73,78,56.9,40,25.27777778
1354,,14,89,75.1,69,79,57.9,41,23.94444444
1355,,15,81,72.4,68,80,58.9,42,22.44444444
1356,,16,85,77.1,66,81,59.9,43,25.05555556
1357,,17,86,77.4,70,82,60.9,44,25.22222222
1358,,18,79,73.7,69,97,79.8,52,23.16666667
1359,,19,81,71.7,60,93,61.9,34,22.05555556
1360,,20,83,71.4,59,87,59.5,34,21.88888889
1361,,21,88,77.2,66,90,68.1,51,25.11111111
1362,,22,83,76.2,71,94,79.1,65,24.55555556
1363,,23,76,72.2,63,97,90.5,71,22.33333333
1364,,24,76,68.3,60,93,64.5,40,20.16666667
1365,,25,75,65.7,54,83,55.7,35,18.72222222
1366,,26,73,63,54,87,63.2,41,17.22222222
1367,,27,73,63.1,51,89,61.3,38,17.27777778
1368,,28,80,69.2,56,77,58.3,43,20.66666667
1369,,29,87,77.9,69,74,63.4,51,25.5
1370,,30,84,73.3,67,97,87.6,67,22.94444444
1371,,1,84,73.6,67,100,78.3,47,23.11111111
1372,,2,84,75.7,63,90,60.6,38,24.27777778
1373,,3,86,77.8,68,87,63.7,46,25.44444444
1374,,4,85,79,70,87,66.2,51,26.11111111
1375,,5,84,77.3,71,82,69.4,56,25.16666667
1376,,6,83,75.3,72,94,79.1,52,24.05555556
1377,,7,88,74,65,97,81.7,53,23.33333333
1378,,8,80,71.7,63,100,69.6,45,22.05555556
1379,,9,82,73,62,86,65,48,22.77777778
1380,,10,83,77.1,72,88,76,64,25.05555556
1381,,11,79,72.7,69,97,89.1,64,22.61111111
1382,,12,88,78,72,91,79.8,61,25.55555556
1383,,13,84,77.2,73,94,86.9,74,25.11111111
1384,,14,83,75.6,68,97,77.1,51,24.22222222
1385,,15,81,70.7,61,90,70.8,54,21.5
1386,,16,85,76,63,93,74.6,58,24.44444444
1387,,17,87,76.8,69,90,73.4,53,24.88888889
1388,,18,88,79.6,72,91,70.8,49,26.44444444
1389,,19,88,79,68,87,70.7,53,26.11111111
1390,,20,89,79.9,74,93,80.8,61,26.61111111
1391,,21,90,80,73,91,77.6,52,26.66666667
1392,,22,90,80.2,74,93,77.9,55,26.77777778
1393,,23,85,75.1,70,100,87.6,67,23.94444444
1394,,24,82,74.7,68,93,72.6,54,23.72222222
1395,,25,80,72.2,63,81,60.9,45,22.33333333
1396,,26,84,74.7,63,90,74.5,60,23.72222222
1397,,27,81,76.2,74,97,87.3,74,24.55555556
1398,,28,82,75.3,71,97,79.4,44,24.05555556
1399,,29,78,70.3,60,75,57.9,45,21.27777778
1400,,30,83,73.2,61,78,58,42,22.88888889
1401,,31,85,75.8,66,81,60.1,41,24.33333333
1402,,1,85,75.9,69,90,67.1,49,24.38888889
1403,,2,84,74.8,66,93,73.1,51,23.77777778
1404,,3,86,76.2,67,93,74,49,24.55555556
1405,,4,74,67.3,57,93,74.3,53,19.61111111
1406,,5,76,66.1,54,93,69.7,50,18.94444444
1407,,6,72,68.2,66,81,72.7,55,20.11111111
1408,,7,80,70.5,66,87,70,43,21.38888889
1409,,8,82,71,59,83,54.5,30,21.66666667
1410,,9,82,71.9,60,83,55.6,37,22.16666667
1411,,10,84,74.4,65,75,57.3,39,23.55555556
1412,,11,82,74.1,68,87,73.7,60,23.38888889
1413,,12,80,70.3,61,93,66.8,40,21.27777778
1414,,13,81,70.8,60,90,65,42,21.55555556
1415,,14,84,75,67,84,64.3,47,23.88888889
1416,,15,87,77,66,93,70.7,48,25
1417,,16,88,79.3,70,90,72.3,53,26.27777778
1418,,17,87,78.4,74,97,79.1,49,25.77777778
1419,,18,85,75.1,66,93,70,46,23.94444444
1420,,19,88,77.1,68,90,65.1,39,25.05555556
1421,,20,91,79.3,69,87,62.3,34,26.27777778
1422,,21,90,78,71,93,77.1,55,25.55555556
1423,,22,81,73.9,66,97,81.7,60,23.27777778
1424,,23,78,68.3,59,93,62.5,36,20.16666667
1425,,24,79,68.8,57,89,59,38,20.44444444
1426,,25,77,67,57,84,58.9,37,19.44444444
1427,,26,79,68.4,58,75,54.6,38,20.22222222
1428,,27,81,70.7,60,75,52.2,32,21.5
1429,,28,82,70.5,63,96,70.1,42,21.38888889
1430,,29,81,70.1,62,96,78.1,48,21.16666667
1431,,30,83,72.6,63,96,71.1,44,22.55555556
1432,,31,79,70.4,63,87,67.5,47,21.33333333
1433,,1,66,62.3,59,75,61.3,45,16.83333333
1434,,2,76,63.8,55,80,63.7,40,17.66666667
1435,,3,82,70.5,59,78,56,33,21.38888889
1436,,4,88,74.8,59,93,71.3,46,23.77777778
1437,,5,72,66.3,58,93,67.6,38,19.05555556
1438,,6,67,57.2,49,89,67.5,44,14
1439,,7,69,57.5,46,93,67.9,44,14.16666667
1440,,8,78,64.2,50,89,59.3,32,17.88888889
1441,,9,74,65.1,59,78,57.3,32,18.38888889
1442,,10,73,62.3,50,83,57.5,35,16.83333333
1443,,11,73,62.3,52,83,63.6,45,16.83333333
1444,,12,74,65.3,57,81,63.7,41,18.5
1445,,13,68,63.6,61,97,88.2,73,17.55555556
1446,,14,76,66.1,61,97,80.8,54,18.94444444
1447,,15,82,66.6,57,100,82.4,47,19.22222222
1448,,16,85,73.3,63,90,69.8,44,22.94444444
1449,,17,89,75.8,65,93,70.2,39,24.33333333
1450,,18,83,73.3,69,100,85.4,60,22.94444444
1451,,19,83,72.1,68,96,84.5,54,22.27777778
1452,,20,89,75.7,66,100,79.5,49,24.27777778
1453,,21,91,80.1,70,97,70.5,46,26.72222222
1454,,22,93,80.6,71,91,65.2,39,27
1455,,23,91,80,70,87,62.2,38,26.66666667
1456,,24,90,78.5,67,84,55.2,29,25.83333333
1457,,25,90,77.3,66,75,54.9,33,25.16666667
1458,,26,91,78.9,68,84,61,35,26.05555556
1459,,27,79,72.2,63,84,68.7,49,22.33333333
1460,,28,73,63.1,54,80,58.7,35,17.27777778
1461,,29,78,62.9,50,86,59.2,32,17.16666667
1462,,30,71,59.4,50,83,56.3,25,15.22222222
1463,,1,73,60.1,48,77,55.2,31,15.61111111
1464,,2,79,66.5,56,80,56.3,30,19.16666667
1465,,3,83,71.3,60,75,62.4,49,21.83333333
1466,,4,75,69.4,65,93,82.5,73,20.77777778
1467,,5,70,67.4,64,100,92.4,84,19.66666667
1468,,6,77,70.1,66,87,73.8,60,21.16666667
1469,,7,83,71.2,62,93,73.2,51,21.77777778
1470,,8,68,62.8,56,100,86.9,61,17.11111111
1471,,9,73,65.3,62,100,93,73,18.5
1472,,10,71,65.8,63,100,91.7,73,18.77777778
1473,,11,68,59.8,56,100,95,89,15.44444444
1474,,12,64,59.7,57,100,91.1,75,15.38888889
1475,,13,73,62.6,55,97,77.8,51,17
1476,,14,81,69.9,60,87,67.3,45,21.05555556
1477,,15,74,61.6,50,94,81,66,16.44444444
1478,,16,62,52.2,45,83,63,37,11.22222222
1479,,17,66,53.3,43,82,61.1,37,11.83333333
1480,,18,69,55.8,44,86,64.1,39,13.22222222
1481,,19,74,60.3,48,86,66.9,45,15.72222222
1482,,20,76,62.2,50,93,68,40,16.77777778
1483,,21,76,62.6,53,86,66,40,17
1484,,22,78,66.6,56,80,64.3,52,19.22222222
1485,,23,67,58.2,48,97,88.7,66,14.55555556
1486,,24,50,46.1,41,93,84.2,71,7.833333333
1487,,25,48,42.5,37,93,76.5,54,5.833333333
1488,,26,62,47.8,34,93,67.1,41,8.777777778
1489,,27,57,42.5,36,93,82.1,59,5.833333333
1490,,28,40,37.4,36,89,75.4,65,3
1491,,29,40,36.3,30,89,72.1,60,2.388888889
1492,,30,43,39.2,30,93,84,70,4
1493,,31,43,37.2,33,82,66.4,47,2.888888889
1494,,1,54,40.5,34,100,92.7,70,4.722222222
1495,,2,66,61.5,57,97,89.1,78,16.38888889
1496,,3,64,54.7,47,97,79.9,56,12.61111111
1497,,4,61,51.9,43,96,88.8,80,11.05555556
1498,,5,71,64.1,53,97,92,81,17.83333333
1499,,6,53,49.6,47,93,76.7,63,9.777777778
1500,,7,49,45.8,43,89,69.3,54,7.666666667
1501,,8,51,43.1,35,82,63.3,43,6.166666667
1502,,9,54,40.9,31,89,67.4,43,4.944444444
1503,,10,34,30,26,73,53.8,38,-1.111111111
1504,,11,42,32.3,24,75,62.8,51,0.166666667
1505,,12,42,38.3,34,97,83.3,70,3.5
1506,,13,44,39.6,36,97,85.4,73,4.222222222
1507,,14,50,40.6,33,96,76.2,54,4.777777778
1508,,15,49,44.7,40,97,89.3,73,7.055555556
1509,,16,41,35.1,32,86,77.5,70,1.722222222
1510,,17,49,39.5,33,82,72.8,58,4.166666667
1511,,18,65,52.8,39,97,84,72,11.55555556
1512,,19,39,33.5,26,82,74,64,0.833333333
1513,,20,49,36.5,25,85,60.6,39,2.5
1514,,21,53,41.2,31,92,63.1,47,5.111111111
1515,,22,39,30.7,23,81,70.1,53,-0.722222222
1516,,23,45,35.3,29,85,61.8,36,1.833333333
1517,,24,59,43.9,31,76,54.1,36,6.611111111
1518,,25,56,47.6,37,82,57.3,37,8.666666667
1519,,26,51,38.8,28,85,62.2,36,3.777777778
1520,,27,62,47.7,36,73,54.8,32,8.722222222
1521,,28,65,54,45,58,43.8,28,12.22222222
1522,,29,56,49.1,41,68,49.7,31,9.5
1523,,30,53,45.5,38,93,73.7,47,7.5
1524,,1,52,40.2,29,85,63,38,4.555555556
1525,,2,55,42.8,34,82,60.3,38,6
1526,,3,58,43.4,31,85,65.7,44,6.333333333
1527,,4,64,54.1,43,68,55.8,44,12.27777778
1528,,5,62,42.4,29,93,70.7,48,5.777777778
1529,,6,42,34,26,78,63.5,49,1.111111111
1530,,7,34,26,18,82,69.1,56,-3.333333333
1531,,8,32,22,14,80,63.5,38,-5.555555556
1532,,9,34,27.5,20,85,66.3,53,-2.5
1533,,10,38,27.3,19,81,68.3,48,-2.611111111
1534,,11,46,34.3,22,85,67.3,49,1.277777778
1535,,12,36,27.5,18,92,66,43,-2.5
1536,,13,42,30.8,16,73,56.5,38,-0.666666667
1537,,14,32,27.7,23,69,59.3,41,-2.388888889
1538,,15,32,28.1,23,72,65.8,59,-2.166666667
1539,,16,50,38.9,30,79,62.1,43,3.833333333
1540,,17,43,39.6,37,89,78.8,65,4.222222222
1541,,18,46,42.9,40,96,91.1,83,6.055555556
1542,,19,47,43.3,40,97,89.7,83,6.277777778
1543,,20,46,38,32,93,59.4,37,3.333333333
1544,,21,50,41,28,80,64.2,46,5
1545,,22,52,47.3,40,100,95.3,80,8.5
1546,,23,39,34.3,29,96,89.9,72,1.277777778
1547,,24,32,28.2,19,92,83.9,74,-2.111111111
1548,,25,22,19.7,16,85,69.6,51,-6.833333333
1549,,26,19,10.6,3,77,67,58,-11.88888889
1550,,27,10,3.9,-2,79,65.2,53,-15.61111111
1551,,28,18,11.9,4,73,63.5,54,-11.16666667
1552,,29,19,17.3,15,88,76.5,63,-8.166666667
1553,,30,17,11.9,1,88,75.1,61,-11.16666667
1554,,31,11,4.2,-1,84,73.3,64,-15.44444444
1555,2018.1,1,3,-3.3,-9,79,67.2,55,-19.61111111
1556,,2,11,-1.9,-11,83,70.7,54,-18.83333333
1557,,3,20,13.2,4,88,70.5,64,-10.44444444
1558,,4,13,5.1,-1,83,72.8,56,-14.94444444
1559,,5,10,0.7,-8,87,72.2,55,-17.38888889
1560,,6,16,3.8,-7,83,70.5,52,-15.66666667
1561,,7,35,23.6,6,70,59,45,-4.666666667
1562,,8,36,34,31,100,95.9,72,1.111111111
1563,,9,38,32,28,100,94.8,79,0
1564,,10,56,45.9,35,100,95.5,89,7.722222222
1565,,11,57,55.6,53,100,94.3,83,13.11111111
1566,,12,48,27.6,21,100,87.8,68,-2.444444444
1567,,13,20,15.7,9,81,71.7,62,-9.055555556
1568,,14,20,12.8,1,92,78.4,57,-10.66666667
1569,,15,26,17.8,7,96,85.3,71,-7.888888889
1570,,16,7,2.2,-4,83,77.2,72,-16.55555556
1571,,17,18,8.1,0,91,79.9,68,-13.27777778
1572,,18,31,19.4,10,81,66.2,50,-7
1573,,19,40,29.6,19,71,60.9,47,-1.333333333
1574,,20,44,39,32,100,74.2,57,3.888888889
1575,,21,50,44.2,39,100,98.8,93,6.777777778
1576,,22,54,49.9,38,100,88.5,74,9.944444444
1577,,23,40,34.8,30,97,90.8,82,1.555555556
1578,,24,31,29.4,28,96,83.4,72,-1.444444444
1579,,25,45,32.1,22,89,75.3,56,0.055555556
1580,,26,58,44.9,32,82,51,21,7.166666667
1581,,27,50,45.2,36,100,84.5,38,7.333333333
1582,,28,53,36.9,25,100,76.4,38,2.722222222
1583,,29,35,29.8,25,89,81.2,71,-1.222222222
1584,,30,32,25.7,19,78,61.8,45,-3.5
1585,,31,48,38.1,29,68,52.5,39,3.388888889
1586,,1,42,32.1,16,76,64.9,51,0.055555556
1587,,2,22,14.9,8,67,54.3,38,-9.5
1588,,3,37,28,19,63,47.5,30,-2.222222222
1589,,4,39,27.9,14,96,82.8,41,-2.277777778
1590,,5,25,15.6,3,83,70.6,59,-9.111111111
1591,,6,27,22.4,17,93,79.8,58,-5.333333333
1592,,7,28,21.9,17,89,80.7,66,-5.611111111
1593,,8,30,21.1,11,84,67.2,49,-6.055555556
1594,,9,52,38.5,28,82,63.8,41,3.611111111
1595,,10,35,30.4,28,93,84.6,73,-0.888888889
1596,,11,30,27.7,22,96,90,82,-2.388888889
1597,,12,36,24.5,14,81,69.1,50,-4.166666667
1598,,13,43,32.6,21,82,64.5,46,0.333333333
1599,,14,55,45.8,37,100,92.9,79,7.666666667
1600,,15,64,60.1,56,97,91.8,84,15.61111111
1601,,16,58,42,32,100,83,59,5.555555556
1602,,17,36,31.9,26,96,85.9,66,-0.055555556
1603,,18,46,35.5,27,89,76.5,56,1.944444444
1604,,19,64,55.4,43,100,84.9,65,13
1605,,20,77,68.8,63,81,64.5,46,20.44444444
1606,,21,68,43.5,37,100,91.1,70,6.388888889
1607,,22,44,40,37,100,91.3,79,4.444444444
1608,,23,55,49.2,43,100,93.7,80,9.555555556
1609,,24,53,45.6,41,100,96.8,93,7.555555556
1610,,25,57,44.4,36,97,72.9,50,6.888888889
1611,,26,55,42.4,31,92,57.3,25,5.777777778
1612,,27,63,48.9,35,70,45.1,27,9.388888889
1613,,28,58,54,51,100,71.6,45,12.22222222
1614,,1,57,48.8,35,100,92.9,76,9.333333333
1615,,2,48,37.6,30,92,68.4,41,3.111111111
1616,,3,49,38.5,28,81,57.3,31,3.611111111
1617,,4,50,39.6,31,61,46.9,29,4.222222222
1618,,5,45,38,32,76,52,37,3.333333333
1619,,6,52,37.7,33,100,84.1,32,3.166666667
1620,,7,37,32.3,30,96,76.4,50,0.166666667
1621,,8,30,27.5,23,93,74.1,58,-2.5
1622,,9,42,32.1,22,85,62.4,37,0.055555556
1623,,10,47,37.1,27,75,51.4,32,2.833333333
1624,,11,43,35.9,31,64,53.6,40,2.166666667
1625,,12,39,33.2,24,88,73.1,60,0.666666667
1626,,13,39,31.3,23,92,71.1,36,-0.388888889
1627,,14,42,30.2,19,75,58.4,35,-1
1628,,15,54,42.2,30,79,49.2,27,5.666666667
1629,,16,44,35.2,25,64,42.6,27,1.777777778
1630,,17,40,36.3,33,96,86.8,53,2.388888889
1631,,18,54,40.8,26,92,56.6,22,4.888888889
1632,,19,60,45.6,36,70,48.9,28,7.555555556
1633,,20,41,35.7,29,69,53.7,38,2.055555556
1634,,21,47,33.2,27,92,72.6,23,0.666666667
1635,,22,48,35.8,23,85,54,27,2.111111111
1636,,23,50,39.7,28,64,39.1,27,4.277777778
1637,,24,41,32.1,30,96,86.3,41,0.055555556
1638,,25,43,34.8,26,75,52.9,33,1.555555556
1639,,26,53,42.7,31,90,63.8,46,5.944444444
1640,,27,55,51.5,48,100,95.3,83,10.83333333
1641,,28,55,49.2,46,100,94.5,86,9.555555556
1642,,29,53,50,44,100,96.5,89,10
1643,,30,52,43,37,96,64.9,38,6.111111111
1644,,31,54,46,35,83,67.9,53,7.777777778
1645,,1,47,36.2,31,100,77,47,2.333333333
1646,,2,46,36.1,29,96,80.7,60,2.277777778
1647,,3,66,52.3,42,100,94.7,81,11.27777778
1648,,4,41,33.6,28,89,72.1,64,0.888888889
1649,,5,49,37.4,25,88,60.5,34,3
1650,,6,52,40.4,29,86,64.6,47,4.666666667
1651,,7,41,32.8,27,69,54.6,38,0.444444444
1652,,8,41,34.2,25,78,51,33,1.222222222
1653,,9,41,35.3,32,96,82,62,1.833333333
1654,,10,42,36.7,28,96,68.3,49,2.611111111
1655,,11,64,48.9,31,79,54.6,35,9.388888889
1656,,12,78,65.7,50,57,41,29,18.72222222
1657,,13,78,70.2,64,63,47.7,32,21.22222222
1658,,14,70,63.3,54,97,79.6,53,17.38888889
1659,,15,59,49.6,37,100,89.5,66,9.777777778
1660,,16,37,32.4,29,93,79.9,64,0.222222222
1661,,17,46,37.3,31,75,64.4,51,2.944444444
1662,,18,70,46.1,35,73,63.5,50,7.833333333
1663,,19,55,42,34,89,61.3,31,5.555555556
1664,,20,60,47.6,32,61,35.5,21,8.666666667
1665,,21,60,52,43,53,34.3,21,11.11111111
1666,,22,66,56,46,46,33.3,19,13.33333333
1667,,23,57,53.7,49,97,76.8,43,12.05555556
1668,,24,57,53.3,51,97,92.4,83,11.83333333
1669,,25,64,54.8,47,100,74.4,40,12.66666667
1670,,26,65,51.7,38,76,49.6,29,10.94444444
1671,,27,66,56.5,43,74,45.4,24,13.61111111
1672,,28,58,47.9,40,86,53.3,28,8.833333333
1673,,29,60,47.2,30,64,35.9,19,8.444444444
1674,,30,73,58.1,41,62,35.1,20,14.5
1675,,1,81,67.4,49,57,34.9,24,19.66666667
1676,,2,83,73.8,62,61,52.2,40,23.22222222
1677,,3,75,70,65,97,78.8,60,21.11111111
1678,,4,77,69.7,62,84,67.3,49,20.94444444
1679,,5,71,63.7,56,83,61.9,42,17.61111111
1680,,6,82,66.5,53,96,60.7,28,19.16666667
1681,,7,73,62.6,51,80,49.2,27,17
1682,,8,78,65.3,52,61,39.9,22,18.5
1683,,9,82,71,54,81,53.9,42,21.66666667
1684,,10,81,70.7,60,97,63.2,36,21.5
1685,,11,84,73,61,72,56.8,40,22.77777778
1686,,12,82,75.3,70,66,60.3,52,24.05555556
1687,,13,88,76.8,63,90,65,48,24.88888889
1688,,14,89,78.5,67,87,63.4,43,25.83333333
1689,,15,83,75.1,66,87,66.5,49,23.94444444
1690,,16,80,71.5,66,87,73.5,54,21.94444444
1691,,17,84,73,60,81,55.5,25,22.77777778
1692,,18,72,68.4,64,96,78.3,55,20.22222222
1693,,19,78,71.2,66,100,85.4,66,21.77777778
1694,,20,86,74,64,93,72.3,46,23.33333333
1695,,21,82,72,66,97,79.7,56,22.22222222
1696,,22,84,72.7,65,100,79.1,42,22.61111111
1697,,23,82,71,59,90,60,34,21.66666667
1698,,24,83,73.1,62,72,49.9,29,22.83333333
1699,,25,88,76.4,62,75,51.4,33,24.66666667
1700,,26,88,76.5,69,87,72,44,24.72222222
1701,,27,90,79.4,68,93,66.4,40,26.33333333
1702,,28,94,82.4,69,93,59.8,29,28
1703,,29,90,81.4,72,84,61.2,41,27.44444444
1704,,30,79,75.4,72,96,83.2,69,24.11111111
1705,,31,88,76.5,70,97,77.3,53,24.72222222
1706,,1,87,76,71,96,77.6,49,24.44444444
1707,,2,88,76,63,90,66.4,40,24.44444444
1708,,3,81,74.7,68,97,58.2,28,23.72222222
1709,,4,78,67.9,56,81,49.5,28,19.94444444
1710,,5,86,72.6,58,75,52.1,28,22.55555556
1711,,6,80,68.9,57,74,52.5,35,20.5
1712,,7,89,76.8,63,75,56.6,42,24.88888889
1713,,8,91,80.9,71,79,58.8,39,27.16666667
1714,,9,89,75,68,84,70.6,46,23.88888889
1715,,10,72,66.9,64,100,94,73,19.38888889
1716,,11,77,70.5,65,100,87.8,71,21.38888889
1717,,12,77,72.5,67,97,85.4,71,22.5
1718,,13,88,75.4,69,97,81.2,50,24.11111111
1719,,14,82,71.9,58,81,52.4,33,22.16666667
1720,,15,88,78,67,79,59.6,46,25.55555556
1721,,16,91,82.3,71,87,66.2,50,27.94444444
1722,,17,92,84,75,90,68.8,50,28.88888889
1723,,18,91,83.6,75,90,70.1,53,28.66666667
1724,,19,91,80.4,71,96,74.2,52,26.88888889
1725,,20,86,76.5,70,97,80.8,61,24.72222222
1726,,21,77,71.7,65,100,89.7,76,22.05555556
1727,,22,78,69.8,65,100,85.9,64,21
1728,,23,75,69,65,97,84.6,66,20.55555556
1729,,24,85,74,65,97,71.5,41,23.33333333
1730,,25,77,72.7,68,84,72.7,64,22.61111111
1731,,26,76,70.5,66,100,88.5,78,21.38888889
1732,,27,83,74.6,69,93,79.8,58,23.66666667
1733,,28,85,77.3,69,93,72.6,55,25.16666667
1734,,29,90,81,71,90,74.1,59,27.22222222
1735,,30,90,82.6,73,93,71,50,28.11111111
1736,,1,93,83.8,76,91,71.4,50,28.77777778
1737,,2,89,81.4,74,87,72,57,27.44444444
1738,,3,92,80.4,74,94,76.6,48,26.88888889
1739,,4,93,83.5,75,90,72.8,52,28.61111111
1740,,5,93,79.6,73,94,81.1,52,26.44444444
1741,,6,83,76.4,69,97,66,39,24.66666667
1742,,7,82,72.1,61,72,50.8,31,22.27777778
1743,,8,86,76,63,70,56.5,44,24.44444444
1744,,9,91,81.7,72,84,62.6,41,27.61111111
1745,,10,92,81.1,72,91,70.7,47,27.27777778
1746,,11,88,78.6,70,81,50.4,34,25.88888889
1747,,12,85,76.9,67,65,48.9,34,24.94444444
1748,,13,91,79.4,67,73,50.6,35,26.33333333
1749,,14,93,81.9,70,84,57,29,27.72222222
1750,,15,88,80.2,75,85,71.4,48,26.77777778
1751,,16,88,78.8,72,97,79.9,59,26
1752,,17,88,80,72,87,52,31,26.66666667
1753,,18,85,74.2,59,81,50.3,29,23.44444444
1754,,19,87,77.5,66,73,51.6,35,25.27777778
1755,,20,92,77.9,70,87,67.8,35,25.5
1756,,21,78,71.3,68,94,86.2,69,21.83333333
1757,,22,80,71.6,68,100,85.7,64,22
1758,,23,77,70,62,93,76.4,59,21.11111111
1759,,24,85,74,64,97,74.1,49,23.33333333
1760,,25,86,77.3,69,90,63.8,41,25.16666667
1761,,26,85,74.9,65,90,67,47,23.83333333
1762,,27,79,70.7,61,90,64.5,45,21.5
1763,,28,82,71.8,60,90,60.5,35,22.11111111
1764,,29,77,70.8,67,90,69.7,54,21.55555556
1765,,30,71,66.9,64,100,92.6,78,19.38888889
1766,,31,72,67.6,65,100,94.2,87,19.77777778
1767,,1,80,69.1,62,100,82.5,52,20.61111111
1768,,2,84,74,62,100,70,46,23.33333333
1769,,3,85,76.8,65,93,73,53,24.88888889
1770,,4,90,79.9,70,93,72,45,26.61111111
1771,,5,91,81,71,91,69,45,27.22222222
1772,,6,90,80.9,72,91,74.9,55,27.16666667
1773,,7,84,74.2,69,100,85.7,65,23.44444444
1774,,8,85,76,71,93,81.2,59,24.44444444
1775,,9,86,76,66,97,75,48,24.44444444
1776,,10,86,77.2,69,96,73.6,50,25.11111111
1777,,11,83,76.5,71,90,74.3,58,24.72222222
1778,,12,86,76.3,65,93,66.3,41,24.61111111
1779,,13,86,76.5,67,93,66.9,41,24.72222222
1780,,14,86,76.8,67,93,67.9,47,24.88888889
1781,,15,75,72.5,69,97,87.9,71,22.5
1782,,16,80,72.9,68,100,92.9,79,22.72222222
1783,,17,77,73.8,71,97,90.8,82,23.22222222
1784,,18,83,73.3,68,100,85.9,54,22.94444444
1785,,19,85,76.6,68,96,72.1,48,24.77777778
1786,,20,83,76,70,87,79.9,69,24.44444444
1787,,21,81,72.3,67,97,88.2,67,22.38888889
1788,,22,76,68.8,64,100,72.4,40,20.44444444
1789,,23,78,68,56,93,62.4,37,20
1790,,24,75,67.7,59,87,70.5,59,19.83333333
1791,,25,82,75.5,69,96,83.2,74,24.16666667
1792,,26,89,81.2,75,90,79.3,65,27.33333333
1793,,27,89,80.9,73,93,75.3,55,27.16666667
1794,,28,90,84.9,79,79,64.2,52,29.38888889
1795,,29,85,77.1,72,91,76.1,58,25.05555556
1796,,30,81,72.2,66,90,70.1,47,22.33333333
1797,,31,87,75,65,90,76.4,57,23.88888889
1798,,1,84,76.6,69,93,80.5,67,24.77777778
1799,,2,89,79.4,70,97,75.5,53,26.33333333
1800,,3,91,82.1,73,93,67.9,46,27.83333333
1801,,4,91,82.3,74,91,67.4,45,27.94444444
1802,,5,92,81.8,73,87,67.2,44,27.66666667
1803,,6,88,76.7,72,93,80.4,55,24.83333333
1804,,7,74,70.8,66,100,94.6,87,21.55555556
1805,,8,65,63.2,60,100,94.7,90,17.33333333
1806,,9,61,59.3,58,100,95,90,15.16666667
1807,,10,69,61.3,56,97,85.1,70,16.27777778
1808,,11,75,66,57,100,75.8,51,18.88888889
1809,,12,73,65.8,58,93,75.5,59,18.77777778
1810,,13,84,72.3,62,93,70.6,46,22.38888889
1811,,14,86,76,65,90,65.3,43,24.44444444
1812,,15,87,76.5,67,93,73.6,49,24.72222222
1813,,16,87,78.3,69,93,70.5,51,25.72222222
1814,,17,88,78.3,71,90,69.9,45,25.72222222
1815,,18,91,78.8,69,93,67.6,36,26
1816,,19,88,78.6,70,90,70.9,51,25.88888889
1817,,20,90,80.5,71,93,73.2,54,26.94444444
1818,,21,82,76.8,66,79,66.3,44,24.88888889
1819,,22,65,60.3,57,83,71.3,64,15.72222222
1820,,23,78,64.9,53,93,66.6,40,18.27777778
1821,,24,71,66.5,61,100,93,75,19.16666667
1822,,25,77,72.5,71,97,93.5,79,22.5
1823,,26,71,65,57,97,76.8,35,18.33333333
1824,,27,64,57.7,50,96,69.1,58,14.27777778
1825,,28,73,59.1,47,100,74.7,48,15.05555556
1826,,29,68,57.6,48,89,67.8,50,14.22222222
1827,,30,78,66.1,55,89,72.5,52,18.94444444
1828,,1,82,70.6,58,96,75.6,54,21.44444444
1829,,2,85,73.7,68,93,81.7,57,23.16666667
1830,,3,85,75.7,67,100,79,57,24.27777778
1831,,4,76,71,60,97,80.5,63,21.66666667
1832,,5,77,69.7,61,100,89.6,70,20.94444444
1833,,6,85,75.6,71,97,82.3,57,24.22222222
1834,,7,85,73.3,66,100,84.1,56,22.94444444
1835,,8,85,76.9,69,93,71.9,51,24.94444444
1836,,9,84,75.5,69,93,73.3,53,24.16666667
1837,,10,72,69.5,63,100,88.2,75,20.83333333
1838,,11,63,52.9,44,84,68.7,49,11.61111111
1839,,12,50,41.3,37,93,80,54,5.166666667
1840,,13,51,42.6,35,92,75,52,5.888888889
1841,,14,54,50,45,100,90.6,77,10
1842,,15,53,48,39,100,86.7,63,8.888888889
1843,,16,55,43,33,96,72.5,38,6.111111111
1844,,17,56,46.1,38,89,64.7,40,7.833333333
1845,,18,57,44.9,33,92,61.5,33,7.166666667
1846,,19,53,46.4,38,93,76.8,48,8
1847,,20,61,49,35,97,67,27,9.444444444
1848,,21,50,38.8,28,75,57.7,38,3.777777778
1849,,22,65,48.8,35,73,59.9,41,9.333333333
1850,,23,59,49.3,40,89,62.8,39,9.611111111
1851,,24,54,43.8,36,89,66.3,40,6.555555556
1852,,25,57,47.1,40,73,57.1,37,8.388888889
1853,,26,49,45.2,43,100,87.9,59,7.333333333
1854,,27,53,47.3,43,89,77.7,59,8.5
1855,,28,63,49.8,40,97,73.3,41,9.888888889
1856,,29,59,48.5,38,93,67.5,41,9.166666667
1857,,30,70,56.1,42,86,66.2,48,13.38888889
1858,,31,67,56.5,50,97,89.2,66,13.61111111
1859,,1,49,44.8,41,97,93.4,90,7.111111111
1860,,2,49,42.6,39,97,83.2,56,5.888888889
