YEAR,WEEK,ILITOTAL,EMA,PRED,beta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,49,1580,1285.953397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,50,1728,1418.567378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,51,2303,1683.897165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,52,2929,2057.428015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2692,2247.799611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,1772,2105.059727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1287,1859.641809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,950,1586.749266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,635,1301.224487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,674,1113.057141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,768,1009.539998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,8,910,979.6779989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,9,1033,995.6745992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,10,1186,1052.772219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,11,1405,1158.440554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,12,1498,1260.308388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13,1580,1356.215871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,14,1654,1445.55111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,15,1799,1551.585777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,16,1881,1650.410044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,17,1908,1727.687031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,18,1845,1762.880921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,19,1983,1828.916645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,20,1753,1806.141652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,21,1580,1738.299156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,22,1572,1688.409409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,23,1316,1576.686586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,24,1098,1433.080611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,25,1009,1305.856427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,26,991,1211.399499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,27,1006,1149.779649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,28,1034,1115.045755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,29,1107,1112.632028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,30,1058,1096.24242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,31,1063,1086.269694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,32,1066,1080.188786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,33,974,1048.33215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,34,1290,1120.832505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,35,1502,1235.182753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,36,1575,1337.127927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,37,1385,1351.489549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,38,1423,1372.942684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,39,1560,1429.059879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,40,1759,1528.041915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,41,2090,1696.629341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,42,2422,1914.240539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,43,2846,2193.768377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,44,3459,2573.337864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,45,3770,2932.336505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,46,3802,3193.235553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,47,5021,3741.564887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,48,5396,4237.895421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,49,4861,4424.826795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,50,4377,4410.478756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,51,3126,4025.135129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,52,2520,3573.594591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,1830,3050.516213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,1440,2567.361349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,1307,2189.252945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,4,1363,1941.377061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,5,1388,1775.363943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,1551,1708.05476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,7,1632,1685.238332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,8,1735,1700.166832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,9,1731,1709.416783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,10,1695,1705.091748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,1714,1707.764224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,1689,1702.134956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,13,1425,1618.99447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14,1252,1508.896129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,15,1112,1389.82729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,16,1047,1286.979103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,17,937,1181.985372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,18,944,1110.58976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,19,827,1025.512832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,20,174,770.0589826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,21,829,787.7412878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,22,769,782.1189015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,23,613,731.383231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,24,530,670.9682617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,25,468,610.0777832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,26,418,552.4544482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,27,425,514.2181138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,28,383,474.8526796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,29,408,454.7968757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,30,440,450.357813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,31,566,485.0504691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,32,533,499.4353284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,33,601,529.9047299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,34,816,615.7333109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,35,986,726.8133176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,36,956,795.5693223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,37,1049,871.5985256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,38,1102,940.7189679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,39,1078,981.9032776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,40,1104,1018.532294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,41,1093,1040.872606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,42,1084,1053.810824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,43,1402,1158.267577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,44,1466,1250.587304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,45,1744,1398.611113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,46,2137,1620.127779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,47,1977,1727.189445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,48,2337,1910.132612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,49,2391,2054.392828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,50,2475,2180.57498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,51,2595,2304.902486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,52,3085,2538.93174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1,2486,2523.052218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2,1778,2299.536553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,3,1347,2013.775587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4,1384,1824.842911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5,1665,1776.890038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,6,1959,1831.523026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,7,1878,1845.466118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,2259,1969.526283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,9,2155,2025.168398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,10,2009,2020.317879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,11,1690,1921.222515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,12,1645,1838.355761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,13,1557,1753.949032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,14,1391,1645.064323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,15,1235,1522.045026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,16,1056,1382.231518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,17,994,1265.762063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,18,960,1174.033444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,19,862,1080.423411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,20,859,1013.996387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,21,789,946.4974712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,22,706,874.3482299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,23,574,784.2437609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,24,552,714.5706326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,25,481,644.4994428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,26,502,601.74961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,27,462,559.824727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,28,462,530.4773089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,29,500,521.3341162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,30,556,531.7338814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,31,583,547.113717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,32,545,546.4796019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,33,668,582.9357213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,34,735,628.5550049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,35,921,716.2885034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,36,822,748.0019524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,37,928,802.0013667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,38,805,802.9009567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,39,712,775.6306697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
