number,,,temp,,,hum,,,temp
,,time,Max,Avg,Min,Max,Avg,Min,Avg
1352,,12,94,84,72,76,59.9,41,28.88888889
1353,,13,95,85.7,76,91,63.9,46,29.83333333
1354,,14,89,77.6,69,93,77.8,59,25.33333333
1355,,15,90,77.5,68,96,75.1,45,25.27777778
1356,,16,89,77.8,69,93,73.6,56,25.44444444
1357,,17,88,79.3,72,97,75.4,57,26.27777778
1358,,18,81,73.9,67,96,59.7,0,23.27777778
1359,,19,85,72.5,63,96,67.8,33,22.5
1360,,20,87,75.8,61,97,70.6,44,24.33333333
1361,,21,90,79.5,67,97,73,52,26.38888889
1362,,22,86,79.6,74,94,80,67,26.44444444
1363,,23,85,78,63,96,75.6,34,25.55555556
1364,,24,78,68.9,60,90,56.5,29,20.5
1365,,25,77,67.3,56,81,54.3,33,19.61111111
1366,,26,75,63,51,93,69.8,38,17.22222222
1367,,27,78,61,50,100,74.4,35,16.11111111
1368,,28,86,76.5,65,70,60.5,48,24.72222222
1369,,29,87,79.5,74,85,64.6,48,26.38888889
1370,,30,85,75.5,69,100,78.5,54,24.16666667
1371,,1,85,75.6,67,97,71,41,24.22222222
1372,,2,89,77.9,62,93,65.2,40,25.5
1373,,3,91,81.5,68,87,62.3,42,27.5
1374,,4,90,79.9,70,93,71.5,45,26.61111111
1375,,5,87,77,72,97,82.4,61,25
1376,,6,90,80.3,70,97,75.5,52,26.83333333
1377,,7,92,81,70,93,70.1,48,27.22222222
1378,,8,87,76.3,63,93,65,40,24.61111111
1379,,9,90,80,66,87,66.5,52,26.66666667
1380,,10,93,78.7,70,97,76.5,52,25.94444444
1381,,11,92,81.4,75,94,77.9,59,27.44444444
1382,,12,94,85.5,76,76,66.2,59,29.72222222
1383,,13,86,80.6,74,97,82.3,69,27
1384,,14,85,75.8,66,96,75.3,51,24.33333333
1385,,15,84,73.2,60,97,75.4,54,22.88888889
1386,,16,91,76.4,64,97,81.4,57,24.66666667
1387,,17,86,74.5,66,93,74,51,23.61111111
1388,,18,92,79.2,61,97,75.5,55,26.22222222
1389,,19,95,83.9,73,94,76.3,54,28.83333333
1390,,20,96,85.8,76,94,75.1,56,29.88888889
1391,,21,96,86.9,77,94,71.7,50,30.5
1392,,22,94,79.1,70,100,84.9,62,26.16666667
1393,,23,92,82,73,97,76.8,59,27.77777778
1394,,24,82,75.7,68,93,78.2,65,24.27777778
1395,,25,87,76.2,64,93,75.8,57,24.55555556
1396,,26,92,79.6,70,100,86.7,65,26.44444444
1397,,27,85,77.8,73,100,92.4,72,25.44444444
1398,,28,84,74.8,65,90,73.6,54,23.77777778
1399,,29,80,70.5,61,93,70.8,42,21.38888889
1400,,30,83,71.6,58,93,71.1,44,22
1401,,31,84,74.3,62,97,73.1,49,23.5
1402,,1,86,75.8,66,96,77.4,53,24.33333333
1403,,2,87,73.6,64,100,81.1,51,23.11111111
1404,,3,87,76.5,65,96,77.4,59,24.72222222
1405,,4,75,64.7,56,93,72.3,48,18.16666667
1406,,5,79,69,54,97,69.5,48,20.55555556
1407,,6,76,71.5,66,90,78.1,66,21.94444444
1408,,7,77,71.4,61,100,84.2,66,21.88888889
1409,,8,82,67.8,53,100,71.5,38,19.88888889
1410,,9,84,70.5,56,97,67.6,36,21.38888889
1411,,10,87,73.7,61,97,78,49,23.16666667
1412,,11,82,71.7,61,97,81.6,54,22.05555556
1413,,12,80,68.7,58,97,72.7,45,20.38888889
1414,,13,79,65.3,55,97,79.3,46,18.5
1415,,14,83,74.9,65,97,76.5,58,23.83333333
1416,,15,89,78.2,67,97,79.2,55,25.66666667
1417,,16,84,77.6,71,97,85.8,74,25.33333333
1418,,17,84,75.3,67,97,81.8,63,24.05555556
1419,,18,86,74.8,63,93,75.6,51,23.77777778
1420,,19,89,77.2,65,97,76.3,55,25.11111111
1421,,20,92,79,67,97,79.5,55,26.11111111
1422,,21,86,77.1,71,100,85.2,63,25.05555556
1423,,22,82,72.2,60,100,86,54,22.33333333
1424,,23,78,66.3,56,97,73.4,43,19.05555556
1425,,24,80,66.9,53,100,74.5,45,19.38888889
1426,,25,78,67.1,58,87,66.6,37,19.5
1427,,26,81,70.3,57,87,66.7,47,21.27777778
1428,,27,83,72.7,61,96,71,47,22.61111111
1429,,28,81,69.3,61,100,87.8,58,20.72222222
1430,,29,80,72.8,63,100,75,56,22.66666667
1431,,30,83,65,58,100,89.8,49,18.33333333
1432,,31,80,65.9,57,100,84.7,62,18.83333333
1433,,1,74,63,49,93,74.3,46,17.22222222
1434,,2,77,61.3,42,100,69.7,37,16.27777778
1435,,3,85,71,58,97,71.2,36,21.66666667
1436,,4,91,76.2,58,90,70.3,50,24.55555556
1437,,5,73,63.1,51,84,62.6,36,17.27777778
1438,,6,65,55.2,47,93,75,50,12.88888889
1439,,7,74,59,46,93,69.5,38,15
1440,,8,83,65.2,46,97,62,29,18.44444444
1441,,9,84,68.1,52,97,65.6,34,20.05555556
1442,,10,78,63.7,50,86,59.4,31,17.61111111
1443,,11,79,63.5,47,93,63.5,33,17.5
1444,,12,78,67,54,93,63.1,37,19.44444444
1445,,13,73,62.6,55,100,88,70,17
1446,,14,86,64.8,54,100,82.8,38,18.22222222
1447,,15,91,76.7,62,93,63,34,24.83333333
1448,,16,90,78.8,68,87,64,40,26
1449,,17,85,75.3,68,87,72.5,51,24.05555556
1450,,18,87,73.8,62,100,79.3,48,23.22222222
1451,,19,86,71.2,65,100,87.5,49,21.77777778
1452,,20,95,83.3,72,87,64.9,43,28.5
1453,,21,94,81.6,72,97,71.7,46,27.55555556
1454,,22,95,82.2,72,91,63.1,36,27.88888889
1455,,23,95,80.8,68,90,60.4,31,27.11111111
1456,,24,93,78.2,64,87,61.2,32,25.66666667
1457,,25,93,79.7,65,90,59.5,34,26.5
1458,,26,92,80.3,70,81,59.3,36,26.83333333
1459,,27,74,66.5,56,87,63.5,42,19.16666667
1460,,28,75,60.1,48,89,64.1,32,15.61111111
1461,,29,81,63.5,46,90,55.9,31,17.5
1462,,30,75,59.9,43,93,58,28,15.5
1463,,1,77,65.2,50,69,50.8,26,18.44444444
1464,,2,86,75.8,67,73,51.5,35,24.33333333
1465,,3,80,74.5,70,91,76.4,62,23.61111111
1466,,4,75,69.6,66,100,96.6,90,20.88888889
1467,,5,76,68.9,61,100,88.6,76,20.5
1468,,6,75,70.2,68,100,91,64,21.22222222
1469,,7,82,69.2,61,97,78.4,52,20.66666667
1470,,8,82,66.8,53,100,75.3,38,19.33333333
1471,,9,84,66,57,100,91.4,47,18.88888889
1472,,10,77,68.2,55,100,94,64,20.11111111
1473,,11,57,55.6,54,100,97.1,89,13.11111111
1474,,12,63,59,55,100,86.7,72,15
1475,,13,80,66.7,55,93,72.3,50,19.27777778
1476,,14,88,77.2,67,73,61.2,51,25.11111111
1477,,15,69,57.2,41,100,81.3,53,14
1478,,16,67,52,39,97,67.5,31,11.11111111
1479,,17,70,57.7,48,74,55.6,33,14.27777778
1480,,18,73,60.8,49,77,57.8,35,16
1481,,19,79,64.3,54,83,64.8,39,17.94444444
1482,,20,79,67,57,81,58.8,32,19.44444444
1483,,21,79,69.7,61,72,63.4,52,20.94444444
1484,,22,72,59.9,52,97,88.4,73,15.5
1485,,23,67,54.9,50,100,78.7,44,12.72222222
1486,,24,51,46,41,82,71.5,56,7.777777778
1487,,25,61,45.9,35,97,70.5,39,7.722222222
1488,,26,72,56.2,38,93,61.5,35,13.44444444
1489,,27,49,42.4,38,70,59.5,48,5.777777778
1490,,28,40,37.8,36,89,72.8,62,3.222222222
1491,,29,52,41.2,25,96,57.7,28,5.111111111
1492,,30,51,45.8,37,83,56,39,7.666666667
1493,,31,43,38.4,30,76,54.3,40,3.555555556
1494,,1,52,44.7,38,100,88.8,68,7.055555556
1495,,2,70,58.6,48,100,91.5,78,14.77777778
1496,,3,57,48.1,41,96,80.2,57,8.944444444
1497,,4,68,57.9,48,100,85.8,65,14.38888889
1498,,5,69,58,47,100,93.1,82,14.44444444
1499,,6,48,42.7,39,86,77.6,61,5.944444444
1500,,7,50,44,40,83,70.1,56,6.666666667
1501,,8,51,38.6,29,92,71.7,44,3.666666667
1502,,9,53,37.9,27,96,64.3,46,3.277777778
1503,,10,38,29.7,21,66,57.5,43,-1.277777778
1504,,11,48,39.1,31,67,53.9,41,3.944444444
1505,,12,44,41.1,40,97,90.3,79,5.055555556
1506,,13,48,41.9,39,83,74.7,61,5.5
1507,,14,53,46.4,37,86,69.9,57,8
1508,,15,59,48.7,33,100,80.8,47,9.277777778
1509,,16,43,34.1,28,92,80.6,62,1.166666667
1510,,17,56,44.3,30,96,83.1,76,6.833333333
1511,,18,61,49,34,96,87.7,73,9.444444444
1512,,19,39,32.5,27,79,64.4,49,0.277777778
1513,,20,58,44.8,34,67,55.8,39,7.111111111
1514,,21,52,40.1,28,72,60.5,42,4.5
1515,,22,39,30.2,21,85,65.5,41,-1
1516,,23,53,39,31,85,60.6,38,3.888888889
1517,,24,68,51.5,34,76,56.5,35,10.83333333
1518,,25,60,49.2,39,76,59.5,33,9.555555556
1519,,26,60,42.8,26,92,66,39,6
1520,,27,67,54.4,39,67,48.8,37,12.44444444
1521,,28,70,58.3,48,60,45,34,14.61111111
1522,,29,50,44.7,36,82,51.6,36,7.055555556
1523,,30,55,44,31,93,70.9,40,6.666666667
1524,,1,54,39.7,26,92,65.5,37,4.277777778
1525,,2,61,46.2,34,89,63.2,42,7.888888889
1526,,3,62,48.6,28,96,67.9,46,9.222222222
1527,,4,67,59.9,47,93,65.7,55,15.5
1528,,5,44,35.9,28,72,57.1,35,2.166666667
1529,,6,44,36.1,29,92,63.1,47,2.277777778
1530,,7,33,25.4,13,74,59.4,38,-3.666666667
1531,,8,36,26.7,15,74,51.6,33,-2.944444444
1532,,9,34,29.6,19,77,60.7,44,-1.333333333
1533,,10,44,32,20,81,63.6,45,0
1534,,11,53,40.1,26,83,66.5,34,4.5
1535,,12,36,28.4,22,68,49.7,29,-2
1536,,13,51,37.2,25,70,57.3,43,2.888888889
1537,,14,32,28.7,23,75,63.1,56,-1.833333333
1538,,15,41,32.9,25,75,62.6,45,0.5
1539,,16,59,44.1,34,70,53.7,32,6.722222222
1540,,17,50,46,42,90,72.9,58,7.777777778
1541,,18,51,46.8,40,89,81.3,66,8.222222222
1542,,19,52,43.6,36,93,79.8,60,6.444444444
1543,,20,48,37.3,29,72,57,36,2.944444444
1544,,21,52,44.9,28,89,68.9,48,7.166666667
1545,,22,50,41.5,37,89,74.3,65,5.277777778
1546,,23,38,32.4,25,92,75,43,0.222222222
1547,,24,26,23.2,15,92,82.1,66,-4.888888889
1548,,25,22,15.9,8,81,66.8,53,-8.944444444
1549,,26,13,6.6,0,73,64.7,56,-14.11111111
1550,,27,10,2.3,-8,87,69,53,-16.5
1551,,28,18,13.4,6,77,66.4,59,-10.33333333
1552,,29,23,18.5,5,96,80.2,68,-7.5
1553,,30,21,12.3,3,92,72.3,56,-10.94444444
1554,,31,7,2.1,-4,80,70.8,63,-16.61111111
1555,2018,1,4,-4.8,-12,75,64.9,55,-20.44444444
1556,,2,14,2.8,-11,79,65.9,54,-16.22222222
1557,,3,22,15.5,3,73,64,54,-9.166666667
1558,,4,11,5.7,-3,79,68,56,-14.61111111
1559,,5,14,8.8,-3,79,66,54,-12.88888889
1560,,6,16,5.4,-8,86,66.9,49,-14.77777778
1561,,7,37,30.3,17,100,70.6,52,-0.944444444
1562,,8,36,33.9,30,100,95.1,85,1.055555556
1563,,9,37,32.8,30,100,95.1,86,0.444444444
1564,,10,57,49.6,38,100,93,81,9.777777778
1565,,11,63,45.1,14,96,87,71,7.277777778
1566,,12,23,17.5,12,78,71.2,63,-8.055555556
1567,,13,21,14.3,9,77,60.1,38,-9.833333333
1568,,14,25,19.1,5,86,73,49,-7.166666667
1569,,15,29,17.3,1,93,79.3,64,-8.166666667
1570,,16,11,3.9,-2,84,71.9,66,-15.61111111
1571,,17,23,11.2,-4,83,72.6,60,-11.55555556
1572,,18,41,28.2,17,72,59.6,43,-2.111111111
1573,,19,52,38.3,28,65,53.6,35,3.5
1574,,20,49,41.5,34,96,76.5,67,5.277777778
1575,,21,62,51.3,40,97,91.1,75,10.72222222
1576,,22,61,52.2,36,100,83.1,55,11.22222222
1577,,23,37,33.9,30,100,84.9,73,1.055555556
1578,,24,36,30.8,27,89,75.4,62,-0.666666667
1579,,25,58,42.7,29,85,62.7,33,5.944444444
1580,,26,56,48.3,39,76,54.6,38,9.055555556
1581,,27,55,46.4,30,83,61.8,28,8
1582,,28,52,38.2,26,84,62.8,36,3.444444444
1583,,29,30,27.9,20,89,75.4,56,-2.277777778
1584,,30,36,26.3,13,88,62.7,40,-3.166666667
1585,,31,52,41.7,33,76,54.5,40,5.388888889
1586,,1,37,25.5,14,82,55.1,39,-3.611111111
1587,,2,25,17.7,7,77,51.7,33,-7.944444444
1588,,3,43,35.5,26,51,41.8,27,1.944444444
1589,,4,38,23.8,8,82,71.7,53,-4.555555556
1590,,5,23,15.1,-1,92,75.8,52,-9.388888889
1591,,6,21,15.6,9,92,82.2,68,-9.111111111
1592,,7,27,19.7,13,88,71.4,58,-6.833333333
1593,,8,42,28.4,16,81,65.2,43,-2
1594,,9,47,33.5,26,84,72,46,0.833333333
1595,,10,25,21.9,20,93,84.9,71,-5.611111111
1596,,11,25,20.2,13,93,85.3,68,-6.555555556
1597,,12,30,19.3,9,84,71.5,51,-7.055555556
1598,,13,42,31,16,88,73,55,-0.555555556
1599,,14,56,46.2,35,100,92,75,7.888888889
1600,,15,68,51.7,42,100,95.1,70,10.94444444
1601,,16,41,33.6,22,83,69.5,42,0.888888889
1602,,17,39,32.3,22,96,88,74,0.166666667
1603,,18,50,34.9,21,100,78.2,46,1.611111111
1604,,19,65,57.3,49,100,90.9,71,14.05555556
1605,,20,67,50.7,32,100,89.2,0,10.38888889
1606,,21,33,30.4,27,89,86.2,81,-0.888888889
1607,,22,46,40.3,32,97,91.4,81,4.611111111
1608,,23,47,42.6,37,96,89,82,5.888888889
1609,,24,55,44.9,37,100,93.8,76,7.166666667
1610,,25,49,38.8,33,89,67.5,41,3.777777778
1611,,26,59,44.9,31,85,59.6,36,7.166666667
1612,,27,67,54.8,40,68,47.7,31,12.66666667
1613,,28,56,53.1,50,100,88.4,61,11.72222222
1614,,1,54,47.2,37,97,83.5,52,8.444444444
1615,,2,51,39.5,30,82,61,33,4.166666667
1616,,3,54,42.1,31,76,52.7,25,5.611111111
1617,,4,57,45.3,34,75,49.7,29,7.388888889
1618,,5,45,39.1,31,96,85.6,46,3.944444444
1619,,6,42,35.3,31,96,79.3,55,1.833333333
1620,,7,37,33.7,28,89,68.5,55,0.944444444
1621,,8,38,29.1,23,88,64.7,44,-1.611111111
1622,,9,46,34.9,22,89,61.3,38,1.611111111
1623,,10,51,40.1,28,79,53.4,31,4.5
1624,,11,47,38.3,31,70,57.2,37,3.5
1625,,12,50,39.1,30,82,57.9,28,3.944444444
1626,,13,45,35,26,78,54.4,28,1.666666667
1627,,14,54,38.5,20,89,51.5,23,3.611111111
1628,,15,61,47.6,33,70,42.6,21,8.666666667
1629,,16,47,38.1,30,89,57.5,29,3.388888889
1630,,17,39,37.6,37,96,89.7,82,3.111111111
1631,,18,55,36,26,100,82.9,38,2.222222222
1632,,19,59,45,34,86,58.4,29,7.222222222
1633,,20,43,37,31,85,58.3,41,2.777777778
1634,,21,48,37.5,29,72,51.3,30,3.055555556
1635,,22,54,41.3,22,82,53.4,31,5.166666667
1636,,23,54,45.3,40,86,55.2,31,7.388888889
1637,,24,39,36,33,97,91.4,85,2.222222222
1638,,25,47,38.8,31,76,60.3,48,3.777777778
1639,,26,54,45.6,35,64,46.2,0,7.555555556
1640,,27,57,48.1,40,100,74.7,0,8.944444444
1641,,28,50,45.6,38,100,92.2,77,7.555555556
1642,,29,51,47.4,43,100,87.7,74,8.555555556
1643,,30,54,44.1,36,97,70.3,46,6.722222222
1644,,31,60,48,37,79,66.2,56,8.888888889
1645,,1,33,28,21,96,83,54,-2.222222222
1646,,2,44,32.1,17,100,87.7,67,0.055555556
1647,,3,65,46.7,34,100,93.9,67,8.166666667
1648,,4,40,31.6,25,89,70.6,53,-0.222222222
1649,,5,55,42.6,24,96,65.8,47,5.888888889
1650,,6,44,36.7,27,89,56.1,36,2.611111111
1651,,7,41,30.7,20,66,50,32,-0.722222222
1652,,8,39,32.5,25,100,79.6,38,0.277777778
1653,,9,40,35.4,32,100,87.1,73,1.888888889
1654,,10,47,39.2,32,92,69.5,50,4
1655,,11,74,57.9,39,76,50.8,29,14.38888889
1656,,12,82,69.5,55,62,44,34,20.83333333
1657,,13,78,67.8,63,100,56.1,0,19.88888889
1658,,14,65,56.1,47,100,82.3,0,13.38888889
1659,,15,44,40.2,33,100,83.9,72,4.555555556
1660,,16,40,32.9,30,85,69.5,55,0.5
1661,,17,54,41.6,30,88,65.2,45,5.333333333
1662,,18,55,43.5,36,79,67.7,59,6.388888889
1663,,19,58,44.1,36,82,60.4,29,6.722222222
1664,,20,63,49.8,30,92,43.3,18,9.888888889
1665,,21,65,55,43,58,40.1,26,12.77777778
1666,,22,70,58.8,48,56,37.8,23,14.88888889
1667,,23,70,57.7,50,100,69.8,41,14.27777778
1668,,24,74,58.5,51,100,80.7,35,14.72222222
1669,,25,67,56.5,46,93,65,42,13.61111111
1670,,26,72,56.3,39,86,49.2,21,13.5
1671,,27,74,62.4,50,63,38.4,20,16.88888889
1672,,28,64,51,39,83,50.4,24,10.55555556
1673,,29,66,52.2,37,59,34.9,19,11.22222222
1674,,30,82,65.6,47,48,33,22,18.66666667
1675,,1,86,74.3,59,48,39.9,31,23.5
1676,,2,89,78.8,69,69,51.4,43,26
1677,,3,78,69.9,67,100,87.6,66,21.05555556
1678,,4,76,68.6,59,87,70,45,20.33333333
1679,,5,82,69,53,93,55.6,24,20.55555556
1680,,6,84,71.3,58,78,52.6,31,21.83333333
1681,,7,79,66.1,51,77,50.9,28,18.94444444
1682,,8,82,70.3,51,83,44.5,23,21.27777778
1683,,9,86,73.2,63,87,63.3,43,22.88888889
1684,,10,89,73.4,57,93,57.2,28,23
1685,,11,89,77,62,90,57.7,36,25
1686,,12,82,72.4,64,76,64.7,58,22.44444444
1687,,13,91,75.2,58,90,68.5,43,24
1688,,14,92,78.7,67,97,67,38,25.94444444
1689,,15,80,71.6,63,97,83.5,67,22
1690,,16,84,70.3,58,93,70.2,44,21.27777778
1691,,17,87,74.9,61,84,51.8,29,23.83333333
1692,,18,80,71.1,64,97,70.8,52,21.72222222
1693,,19,86,71.6,66,100,83,44,22
1694,,20,81,72.8,65,93,75.2,56,22.66666667
1695,,21,81,70.1,62,100,86,67,21.16666667
1696,,22,84,70,63,100,83.8,46,21.11111111
1697,,23,88,75.1,61,93,61.8,36,23.94444444
1698,,24,90,77.8,62,84,54.7,33,25.44444444
1699,,25,90,75.7,67,100,76,45,24.27777778
1700,,26,91,78.3,69,100,75.2,39,25.72222222
1701,,27,97,84,72,91,65.2,40,28.88888889
1702,,28,96,84.3,68,100,62.4,30,29.05555556
1703,,29,86,79.5,74,87,73,57,26.38888889
1704,,30,89,76.5,72,100,86,49,24.72222222
1705,,31,87,78.8,70,90,73.8,61,26
1706,,1,94,81.8,68,97,67.9,41,27.66666667
1707,,2,84,73.1,63,87,76.3,67,22.83333333
1708,,3,84,73,61,87,51.9,26,22.77777778
1709,,4,81,69.2,53,89,58.3,34,20.66666667
1710,,5,88,74,57,89,54.2,29,23.33333333
1711,,6,88,73.5,56,79,54.6,37,23.05555556
1712,,7,92,80.8,69,87,66.3,45,27.11111111
1713,,8,90,81.8,74,87,70,50,27.66666667
1714,,9,81,75.5,71,96,83.4,67,24.16666667
1715,,10,89,76,71,100,87.9,59,24.44444444
1716,,11,82,73,68,100,92,76,22.77777778
1717,,12,87,76.4,70,100,86.5,59,24.66666667
1718,,13,84,76.1,61,97,75.5,49,24.5
1719,,14,85,73.1,60,97,72.4,46,22.83333333
1720,,15,93,82.6,69,93,72.3,57,28.11111111
1721,,16,93,84.7,73,90,70.3,52,29.27777778
1722,,17,93,84.8,76,91,71.3,54,29.33333333
1723,,18,93,85.9,79,84,70.5,57,29.94444444
1724,,19,92,79.6,73,100,82.8,55,26.44444444
1725,,20,89,75.7,70,100,89.4,63,24.27777778
1726,,21,80,73.6,67,100,90.4,74,23.11111111
1727,,22,75,69.1,65,100,92.2,79,20.61111111
1728,,23,76,69.7,64,100,86.3,73,20.94444444
1729,,24,85,69.4,62,100,88.1,61,20.77777778
1730,,25,83,76.3,66,96,80.5,67,24.61111111
1731,,26,79,73.4,69,97,90.9,76,23
1732,,27,86,77,67,100,80.7,61,25
1733,,28,89,76.2,69,100,85.6,63,24.55555556
1734,,29,92,82,69,100,81,66,27.77777778
1735,,30,92,85.3,78,97,81.8,66,29.61111111
1736,,1,91,81.5,73,100,83.5,63,27.5
1737,,2,88,78.3,71,100,80.9,57,25.72222222
1738,,3,90,82.2,72,94,80.5,70,27.88888889
1739,,4,92,84.3,77,96,80,62,29.05555556
1740,,5,93,80.1,72,100,87,63,26.72222222
1741,,6,84,75.9,63,100,76.4,56,24.38888889
1742,,7,81,70.2,57,97,68.8,42,21.22222222
1743,,8,87,74.2,57,96,69.1,44,23.44444444
1744,,9,92,81.3,69,94,76.4,59,27.38888889
1745,,10,93,82.9,72,97,77.2,59,28.27777778
1746,,11,90,79.5,65,90,64.8,42,26.38888889
1747,,12,89,79.3,68,90,68.2,48,26.27777778
1748,,13,92,81.4,67,93,71.8,59,27.44444444
1749,,14,88,76.6,72,100,89.1,69,24.77777778
1750,,15,88,78.5,72,100,89.3,67,25.83333333
1751,,16,90,77.5,72,100,89.5,61,25.27777778
1752,,17,87,76.4,66,96,73.8,48,24.66666667
1753,,18,82,74.3,66,93,68.4,56,23.5
1754,,19,84,74,64,90,75.8,64,23.33333333
1755,,20,83,75.8,69,97,77.6,60,24.33333333
1756,,21,81,74,67,93,80.5,67,23.33333333
1757,,22,78,72.7,67,100,83.2,71,22.61111111
1758,,23,86,71.8,63,100,84.7,49,22.11111111
1759,,24,89,76.8,64,100,75.3,48,24.88888889
1760,,25,87,74.5,61,97,75.1,43,23.61111111
1761,,26,82,73.6,64,96,73.8,48,23.11111111
1762,,27,79,69.3,60,93,73.5,52,20.72222222
1763,,28,80,70.2,57,100,72.3,47,21.22222222
1764,,29,69,65.3,62,100,96.3,81,18.5
1765,,30,77,67.7,64,100,94.2,74,19.83333333
1766,,31,77,67.2,60,100,90.8,64,19.55555556
1767,,1,83,65.7,57,100,87.8,54,18.72222222
1768,,2,85,74.9,67,97,78.9,57,23.83333333
1769,,3,90,79.3,66,97,77.6,57,26.27777778
1770,,4,89,81.2,72,90,70,51,27.33333333
1771,,5,90,82,72,87,74.8,59,27.77777778
1772,,6,91,82,75,91,76.8,63,27.77777778
1773,,7,79,73.4,68,100,93.1,81,23
1774,,8,86,73.9,65,100,89.9,57,23.27777778
1775,,9,90,71,61,100,87.8,48,21.66666667
1776,,10,89,78,70,97,74.9,55,25.55555556
1777,,11,86,78.8,70,97,74.8,53,26
1778,,12,89,77.2,66,100,77.8,46,25.11111111
1779,,13,90,77.7,66,100,76.8,50,25.38888889
1780,,14,86,77.4,68,93,79.9,61,25.22222222
1781,,15,82,76.9,73,100,88.2,74,24.94444444
1782,,16,89,77.6,71,100,86.4,63,25.33333333
1783,,17,83,74.2,68,100,91.7,71,23.44444444
1784,,18,85,72.6,66,100,91.2,61,22.55555556
1785,,19,84,77.2,68,96,80.3,65,25.11111111
1786,,20,82,75.4,71,100,87.5,67,24.11111111
1787,,21,81,72.4,66,100,84.7,60,22.44444444
1788,,22,80,68.5,58,97,73.8,42,20.27777778
1789,,23,79,66.4,54,100,75.1,45,19.11111111
1790,,24,71,66.6,64,97,91.5,79,19.22222222
1791,,25,91,83.8,69,93,76.2,63,28.77777778
1792,,26,92,84,76,97,78.5,62,28.88888889
1793,,27,92,83.7,76,91,74.1,59,28.72222222
1794,,28,93,84.6,77,88,72.6,56,29.22222222
1795,,29,78,71.8,66,100,91.7,74,22.11111111
1796,,30,83,73.4,67,100,80,58,23
1797,,31,86,77,66,93,79.3,65,25
1798,,1,89,81.5,76,94,79.1,63,27.5
1799,,2,92,83.3,75,90,71.6,52,28.5
1800,,3,94,84.4,75,90,69.8,50,29.11111111
1801,,4,96,86,76,87,63.9,44,30
1802,,5,97,86.5,78,79,63.5,41,30.27777778
1803,,6,80,75.7,69,100,88.2,74,24.27777778
1804,,7,71,69.3,65,100,96.8,0,20.72222222
1805,,8,69,64.5,61,100,79.8,29,18.05555556
1806,,9,75,65.4,58,75,43,0,18.55555556
1807,,10,79,64.5,54,100,64,0,18.05555556
1808,,11,83,66.5,51,100,76.4,42,19.16666667
1809,,12,83,69.8,60,97,75.6,44,21
1810,,13,84,71.2,59,100,78.5,49,21.77777778
1811,,14,89,75.8,63,100,75.7,45,24.33333333
1812,,15,90,77.6,65,93,65.7,43,25.33333333
1813,,16,92,77.3,64,100,75.8,47,25.16666667
1814,,17,93,78.2,65,100,72.9,38,25.66666667
1815,,18,94,77.8,64,100,74,36,25.44444444
1816,,19,91,77.7,68,100,83.2,55,25.38888889
1817,,20,94,83.8,73,100,70.2,47,28.77777778
1818,,21,80,72.7,59,87,66.6,47,22.61111111
1819,,22,71,60.4,52,86,67.3,42,15.77777778
1820,,23,79,62.7,47,100,73.3,38,17.05555556
1821,,24,80,68.6,57,100,86.5,69,20.33333333
1822,,25,85,72.5,62,100,89,57,22.5
1823,,26,70,58.9,47,97,71.5,35,14.94444444
1824,,27,73,57.1,44,100,73.3,31,13.94444444
1825,,28,74,58.6,48,100,69.5,43,14.77777778
1826,,29,64,55,49,83,70.7,56,12.77777778
1827,,30,83,69.1,51,100,74.8,53,20.61111111
1828,,1,85,73.5,61,100,75.1,53,23.05555556
1829,,2,84,75,68,100,83.3,65,23.88888889
1830,,3,90,79.5,68,100,72.2,46,26.38888889
1831,,4,79,64.5,52,100,74,57,18.05555556
1832,,5,83,68.9,52,100,88.2,67,20.5
1833,,6,81,69.5,63,100,92.8,74,20.83333333
1834,,7,83,66.8,59,100,97.9,72,19.33333333
1835,,8,85,75,65,100,78.1,51,23.88888889
1836,,9,84,77.3,70,100,75.7,58,25.16666667
1837,,10,76,66.2,51,100,84.1,69,19
1838,,11,54,46.3,37,93,70.4,53,7.944444444
1839,,12,42,38.1,33,100,96.9,79,3.388888889
1840,,13,51,40.2,30,100,88.9,66,4.555555556
1841,,14,57,50.4,45,100,91.9,77,10.22222222
1842,,15,49,40.4,33,100,81.4,52,4.666666667
1843,,16,58,44.1,28,100,67.5,36,6.722222222
1844,,17,58,46.1,34,96,68.3,37,7.833333333
1845,,18,59,43,28,100,72.2,32,6.111111111
1846,,19,56,51.4,41,100,74.7,61,10.77777778
1847,,20,60,45.8,30,100,65,31,7.666666667
1848,,21,53,40.1,24,100,61.4,34,4.5
1849,,22,70,52,39,100,67.9,44,11.11111111
1850,,23,58,44.1,32,100,71.6,33,6.722222222
1851,,24,57,42.8,30,100,71.2,39,6
1852,,25,58,48.8,39,96,65.5,37,9.333333333
1853,,26,50,46.6,44,100,97.1,86,8.111111111
1854,,27,60,46.8,38,100,85.8,49,8.222222222
1855,,28,63,53.2,37,93,64.2,35,11.77777778
1856,,29,65,50.3,34,97,64.2,36,10.16666667
1857,,30,76,63.6,52,100,74.6,58,17.55555556
1858,,31,59,53.2,50,100,89.5,64,11.77777778
1859,,1,50,45.8,41,100,94.9,83,7.666666667
1860,,2,52,41.9,33,100,92.8,71,5.5
1861,,3,53,43.6,36,100,91.4,69,6.444444444
1862,,4,54,51.1,44,100,86.9,0,10.61111111
1863,,5,52,48.7,43,100,95.2,77,9.277777778
